sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	2	5	1	146	10	novel_3	passive	none	0	0	0	100	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim146_2_2_2_4.obj	polycubes_stim146_2_2_2_4.obj	ordered	True	500	0.3271296620368957	0.0363180190324783	-0.3784911334514618
sub-03	2	5	2	135	11	trained	passive	none	0	0	0	0	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim135_2_2_4_3.obj	polycubes_stim135_2_2_4_3.obj	ordered	True	500	-0.5325503945350647	-4.642613203031942e-05	0.532616138458252
sub-03	2	5	3	107	11	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-03	2	5	4	190	11	novel_3	passive	none	0	0	0	0	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim190_2_2_3_4.obj	polycubes_stim190_2_2_3_4.obj	ordered	True	500	0.0453118532896041	-0.3725363314151764	0.4815342128276825
sub-03	2	5	5	192	12	trained	passive	none	0	0	0	150	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim192_4_4_2_2.obj	polycubes_stim192_4_4_2_2.obj	ordered	True	500	-0.5281376838684082	0.5874032974243164	-0.3025761544704437
sub-03	2	5	6	3	10	novel_3	passive	none	0	0	0	50	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim003_2_2_4_2.obj	polycubes_stim003_2_2_4_2.obj	ordered	True	500	-0.0612144321203231	-0.1232852414250373	0.235566109418869
sub-03	2	5	7	129	12	trained	passive	none	0	0	0	0	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-03	2	5	8	42	10	trained	passive	none	0	0	0	100	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim042_2_3_3_2.obj	polycubes_stim042_2_3_3_2.obj	ordered	True	500	0.012475848197937	-0.1577228605747223	0.2105779945850372
sub-03	2	5	9	26	10	novel_3	passive	none	0	0	0	50	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim026_2_3_3_2.obj	polycubes_stim026_2_3_3_2.obj	ordered	True	500	0.470633864402771	-0.1974651664495468	-0.1913759112358093
sub-03	2	5	10	190	11	novel_3	passive	none	0	0	0	100	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim190_2_2_3_4.obj	polycubes_stim190_2_2_3_4.obj	ordered	True	500	0.0453118532896041	-0.3725363314151764	0.4815342128276825
sub-03	2	5	11	186	12	trained	passive	none	0	0	0	100	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-03	2	5	12	112	11	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-03	2	5	13	188	12	novel_3	passive	none	0	0	0	150	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim188_4_2_4_2.obj	polycubes_stim188_4_2_4_2.obj	ordered	True	500	-0.3140657544136047	0.3025632500648498	-0.1138233765959739
sub-03	2	5	14	27	11	novel_3	passive	none	0	0	0	0	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim027_2_4_3_2.obj	polycubes_stim027_2_4_3_2.obj	ordered	True	500	-0.1286996304988861	-0.4534026086330414	0.7699078917503357
sub-03	2	5	15	140	12	trained	passive	none	0	0	0	50	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim140_4_2_3_3.obj	polycubes_stim140_4_2_3_3.obj	ordered	True	500	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-03	2	5	16	119	11	novel_3	passive	none	0	0	0	150	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim119_2_3_3_3.obj	polycubes_stim119_2_3_3_3.obj	ordered	True	500	-0.0796477794647216	0.1699966937303543	-0.1607638895511627
