sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	3	1	1	169	12	novel_4	passive	none	0	0	0	50	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim169_4_2_4_2.obj	polycubes_stim169_4_2_4_2.obj	ordered	True	500	0.0041549354791641	0.2463233768939972	-0.3525088727474212
sub-03	3	1	2	67	10	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim067_2_3_3_2.obj	polycubes_stim067_2_3_3_2.obj	ordered	True	500	-0.1699916273355484	-0.1174322441220283	0.3360659480094909
sub-03	3	1	3	49	11	trained	passive	none	0	0	0	150	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim049_4_2_2_3.obj	polycubes_stim049_4_2_2_3.obj	ordered	True	500	0.7898233532905579	0.0321832373738288	-0.8353374004364014
sub-03	3	1	4	187	12	trained	passive	none	0	0	0	100	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim187_2_4_2_4.obj	polycubes_stim187_2_4_2_4.obj	ordered	True	500	-0.0066727846860885	0.2543078064918518	-0.3529728651046753
sub-03	3	1	5	129	12	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-03	3	1	6	107	11	trained	passive	none	0	0	0	50	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-03	3	1	7	88	11	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim088_4_2_2_3.obj	polycubes_stim088_4_2_2_3.obj	ordered	True	500	-0.1998616009950637	0.0055743181146681	0.1919783353805542
sub-03	3	1	8	51	11	trained	passive	none	0	0	0	100	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim051_3_3_3_2.obj	polycubes_stim051_3_3_3_2.obj	ordered	True	500	-0.4960487484931946	0.3255719244480133	0.0356204509735107
sub-03	3	1	9	29	10	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim029_2_3_3_2.obj	polycubes_stim029_2_3_3_2.obj	ordered	True	500	-0.2166040241718292	0.1285159289836883	0.0348550379276275
sub-03	3	1	10	199	12	novel_4	passive	none	0	0	0	100	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim199_3_4_3_2.obj	polycubes_stim199_3_4_3_2.obj	ordered	True	500	-0.1674259603023529	0.1212026104331016	-0.0039804354310035
