sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-15	3	2	1	65	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim065_3_2_2_2.obj	ordered	False	0	-0.0361305810511112	-0.0492341928184032	0.1057582646608352
sub-15	3	2	2	13	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim013_3_2_2_3.obj	ordered	False	0	-0.8277787566184998	0.3718755841255188	0.301867127418518
sub-15	3	2	3	43	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim043_2_3_2_4.obj	ordered	False	0	-0.2388847470283508	0.0496216341853141	0.1687091588973999
sub-15	3	2	4	71	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim071_2_2_2_3.obj	ordered	False	0	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-15	3	2	5	140	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim140_4_2_3_3.obj	ordered	False	0	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-15	3	2	6	25	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim025_2_3_2_2.obj	ordered	False	0	0.0386203974485397	0.2017403692007064	-0.3239244222640991
sub-15	3	2	7	37	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim037_4_2_2_2.obj	ordered	False	0	0.5638463497161865	-0.252026230096817	-0.2074273973703384
sub-15	3	2	8	193	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim193_2_3_4_3.obj	ordered	False	0	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-15	3	2	9	124	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim124_4_3_2_2.obj	ordered	False	0	0.2952938973903656	-0.5071685910224915	0.4219509065151214
sub-15	3	2	10	38	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim038_3_2_2_3.obj	ordered	False	0	-0.1652598679065704	-0.1828604638576507	0.4238636791706085
sub-15	3	2	11	67	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	37500	41250	False	0	1	polycubes_stim067_2_3_3_2.obj	ordered	False	0	-0.1699916273355484	-0.1174322441220283	0.3360659480094909
sub-15	3	2	12	126	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	41250	45000	False	0	1	polycubes_stim126_3_3_3_2.obj	ordered	False	0	-0.0786870941519737	-0.1011543646454811	0.2217409908771515
sub-15	3	2	13	50	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	45000	48750	False	0	1	polycubes_stim050_2_2_2_4.obj	ordered	False	0	-0.2310848236083984	-0.0302162207663059	0.2738170325756073
sub-15	3	2	14	79	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	48750	52500	False	0	1	polycubes_stim079_3_3_2_3.obj	ordered	False	0	0.473305881023407	-0.3887032866477966	0.0764036774635315
sub-15	3	2	15	30	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	52500	56250	False	0	1	polycubes_stim030_2_2_4_2.obj	ordered	False	0	0.1242406293749809	-0.3326935768127441	0.3462592363357544
sub-15	3	2	16	202	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	56250	60000	False	0	1	polycubes_stim202_4_2_4_2.obj	ordered	False	0	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-15	3	2	17	17	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	60000	63750	False	0	1	polycubes_stim017_2_3_3_2.obj	ordered	False	0	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-15	3	2	18	56	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	63750	67500	False	0	1	polycubes_stim056_3_3_2_3.obj	ordered	False	0	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-15	3	2	19	200	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	67500	71250	False	0	1	polycubes_stim200_2_3_4_3.obj	ordered	False	0	0.5908525586128235	0.017803817987442	-0.6160310506820679
sub-15	3	2	20	55	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	71250	75000	False	0	1	polycubes_stim055_2_3_2_3.obj	ordered	False	0	0.2853732109069824	0.0650542080402374	-0.3773737847805023
sub-15	3	2	21	185	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	75000	78750	False	0	1	polycubes_stim185_2_4_3_3.obj	ordered	False	0	0.5964540243148804	-0.1956858485937118	-0.3197124004364013
sub-15	3	2	22	88	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	78750	82500	False	0	1	polycubes_stim088_4_2_2_3.obj	ordered	False	0	-0.1998616009950637	0.0055743181146681	0.1919783353805542
sub-15	3	2	23	178	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	82500	86250	False	0	1	polycubes_stim178_2_2_4_4.obj	ordered	False	0	0.3179397881031036	0.5495432615280151	-1.0951114892959597
sub-15	3	2	24	171	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	86250	90000	False	0	1	polycubes_stim171_4_2_2_4.obj	ordered	False	0	0.5744391083717346	-0.2319884449243545	-0.2463578581809997
sub-15	3	2	25	117	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	90000	93750	False	0	1	polycubes_stim117_2_2_3_3.obj	ordered	False	0	-0.3864472806453705	-0.0283350925892591	0.4265191853046417
sub-15	3	2	26	144	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	93750	97500	False	0	1	polycubes_stim144_4_3_3_2.obj	ordered	False	0	-0.0312116742134094	0.291191428899765	-0.3805952668190002
sub-15	3	2	27	16	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	97500	101250	False	0	1	polycubes_stim016_2_2_3_2.obj	ordered	False	0	-0.1685564517974853	0.3604185283184051	-0.3411524295806885
sub-15	3	2	28	174	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	101250	105000	False	0	1	polycubes_stim174_2_4_2_3.obj	ordered	False	0	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-15	3	2	29	102	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	105000	108750	False	0	1	polycubes_stim102_2_2_4_3.obj	ordered	False	0	0.2915277779102325	-0.2158804535865783	0.0137733519077301
sub-15	3	2	30	191	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	108750	112500	False	0	1	polycubes_stim191_4_2_2_4.obj	ordered	False	0	0.860024094581604	-0.2199969291687011	-0.5489014387130737
sub-15	3	2	31	156	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	112500	116250	False	0	1	polycubes_stim156_3_2_4_3.obj	ordered	False	0	0.5716012120246887	0.3088111281394958	-1.0083261728286743
sub-15	3	2	32	121	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	116250	120000	False	0	1	polycubes_stim121_2_4_2_2.obj	ordered	False	0	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-15	3	2	33	142	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	120000	123750	False	0	1	polycubes_stim142_3_2_3_3.obj	ordered	False	0	0.2793138027191162	-0.0373679734766483	-0.226467490196228
