sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-08	1	4	1	139	12	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	0	11000	False	0	1	polycubes_stim139_2_2_4_4.obj	polycubes_stim139_2_2_4_4.obj	ordered	True	500	0.6939102411270142	-0.3790967166423797	-0.15778648853302
sub-08	1	4	2	41	10	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	11000	22000	False	0	1	polycubes_stim041_2_2_3_3.obj	polycubes_stim041_2_2_3_3.obj	ordered	True	500	0.5218170881271362	-0.0303658600896596	-0.4788733124732971
sub-08	1	4	3	170	12	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	22000	33000	False	0	1	polycubes_stim170_2_2_4_4.obj	polycubes_stim170_2_2_4_4.obj	ordered	True	500	0.2418842315673828	-0.4670720398426056	0.418655514717102
sub-08	1	4	4	182	11	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	33000	44000	False	0	1	polycubes_stim182_2_3_3_3.obj	polycubes_stim182_2_3_3_3.obj	ordered	True	500	-0.129921555519104	0.5251925587654114	-0.6128131151199341
sub-08	1	4	5	81	11	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	44000	55000	False	0	1	polycubes_stim081_4_3_2_2.obj	polycubes_stim081_4_3_2_2.obj	ordered	True	500	-0.1719894111156463	-0.0828890427947044	0.2892122566699981
sub-08	1	4	6	18	10	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	55000	66000	False	0	1	polycubes_stim018_2_3_2_3.obj	polycubes_stim018_2_3_2_3.obj	ordered	True	500	-0.2773351371288299	0.0969896912574768	0.1401709914207458
sub-08	1	4	7	39	11	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	66000	77000	False	0	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-08	1	4	8	32	10	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	77000	88000	False	0	1	polycubes_stim032_2_3_3_2.obj	polycubes_stim032_2_3_3_2.obj	ordered	True	500	0.7204731106758118	-0.517593264579773	0.0115143954753875
sub-08	1	4	9	216	12	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	88000	99000	False	0	1	polycubes_stim216_3_2_3_4.obj	polycubes_stim216_3_2_3_4.obj	ordered	True	500	0.4732248187065124	0.155476838350296	-0.6931023597717285
sub-08	1	4	10	218	12	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	99000	110000	False	0	1	polycubes_stim218_4_3_3_2.obj	polycubes_stim218_4_3_3_2.obj	ordered	True	500	-0.6466888785362244	-0.102816641330719	0.7920936346054077
sub-08	1	4	11	59	12	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	110000	121000	False	0	1	polycubes_stim059_4_4_2_2.obj	polycubes_stim059_4_4_2_2.obj	ordered	True	500	-0.3990041315555572	0.2649191915988922	0.0243517756462097
sub-08	1	4	12	168	12	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	121000	132000	False	0	1	polycubes_stim168_2_4_4_2.obj	polycubes_stim168_2_4_4_2.obj	ordered	True	500	0.4520326852798462	-0.6916199922561646	0.5260658860206604
sub-08	1	4	13	75	11	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	132000	143000	False	0	1	polycubes_stim075_2_3_3_3.obj	polycubes_stim075_2_3_3_3.obj	ordered	True	500	-0.1507512032985687	-0.3208411931991577	0.604489266872406
sub-08	1	4	14	208	12	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	143000	154000	False	0	1	polycubes_stim208_2_4_2_4.obj	polycubes_stim208_2_4_2_4.obj	ordered	True	500	-0.1090655624866485	0.848214864730835	-1.0904916524887085
sub-08	1	4	15	114	12	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	154000	165000	False	0	1	polycubes_stim114_2_4_3_3.obj	polycubes_stim114_2_4_3_3.obj	ordered	True	500	0.3063069581985473	-0.4942117929458618	0.3926141858100891
sub-08	1	4	16	169	12	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	165000	176000	False	0	1	polycubes_stim169_4_2_4_2.obj	polycubes_stim169_4_2_4_2.obj	ordered	True	500	0.0041549354791641	0.2463233768939972	-0.3525088727474212
sub-08	1	4	17	152	11	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	176000	187000	False	0	1	polycubes_stim152_2_3_2_4.obj	polycubes_stim152_2_3_2_4.obj	ordered	True	500	-0.2483074963092804	-0.1362222880125045	0.4409549534320831
sub-08	1	4	18	103	10	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	187000	198000	False	0	1	polycubes_stim103_2_4_2_2.obj	polycubes_stim103_2_4_2_2.obj	ordered	True	500	0.8009629249572754	-0.5399411916732788	-0.0373706221580505
sub-08	1	4	19	188	12	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	198000	209000	False	0	1	polycubes_stim188_4_2_4_2.obj	polycubes_stim188_4_2_4_2.obj	ordered	True	500	-0.3140657544136047	0.3025632500648498	-0.1138233765959739
sub-08	1	4	20	86	11	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	209000	220000	True	5000	1	polycubes_stim086_2_4_3_2.obj	polycubes_stim086_2_4_3_2.obj	ordered	True	500	0.1442571431398391	0.074870079755783	-0.250139445066452
sub-08	1	4	21	131	11	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	225000	236000	False	0	1	polycubes_stim131_4_2_3_2.obj	polycubes_stim131_4_2_3_2.obj	ordered	True	500	-0.0269109010696411	-0.3868694901466369	0.5740270614624023
sub-08	1	4	22	104	11	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	236000	247000	False	0	1	polycubes_stim104_2_4_3_2.obj	polycubes_stim104_2_4_3_2.obj	ordered	True	500	-0.1255682408809662	0.1442762166261673	-0.0784691795706749
sub-08	1	4	23	11	9	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	247000	258000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
sub-08	1	4	24	160	12	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	258000	269000	False	0	1	polycubes_stim160_3_4_3_2.obj	polycubes_stim160_3_4_3_2.obj	ordered	True	500	0.2971777617931366	-0.0203770361840724	-0.268360286951065
sub-08	1	4	25	77	9	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	269000	280000	False	0	1	polycubes_stim077_2_2_2_3.obj	polycubes_stim077_2_2_2_3.obj	ordered	True	500	-0.3520238399505615	-0.0140450028702616	0.3718864917755127
sub-08	1	4	26	90	11	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	280000	291000	False	0	1	polycubes_stim090_3_4_2_2.obj	polycubes_stim090_3_4_2_2.obj	ordered	True	500	0.5149726867675781	-0.3680552840232849	0.0055361986160278
sub-08	1	4	27	200	12	trained	active_sen	late	0	0		125	-125	-1	mirror	6000	3000	1000	500	11000	291000	302000	False	0	1	polycubes_stim200_2_3_4_3.obj	polycubes_stim200_2_3_4_3.obj	ordered	True	500	0.5908525586128235	0.017803817987442	-0.6160310506820679
sub-08	1	4	28	201	12	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	302000	313000	False	0	1	polycubes_stim201_2_2_4_4.obj	polycubes_stim201_2_2_4_4.obj	ordered	True	500	-0.382503479719162	0.1580604314804077	0.1589722335338592
sub-08	1	4	29	192	12	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	313000	324000	False	0	1	polycubes_stim192_4_4_2_2.obj	polycubes_stim192_4_4_2_2.obj	ordered	True	500	-0.5281376838684082	0.5874032974243164	-0.3025761544704437
sub-08	1	4	30	38	10	trained	active_sen	late	0	0		125	-125	-1	same	6000	3000	1000	500	11000	324000	335000	False	0	1	polycubes_stim038_3_2_2_3.obj	polycubes_stim038_3_2_2_3.obj	ordered	True	500	-0.1652598679065704	-0.1828604638576507	0.4238636791706085
sub-08	1	4	31	37	10	trained	active_sen	late	0	0		125	125	1	mirror	6000	3000	1000	500	11000	335000	346000	False	0	1	polycubes_stim037_4_2_2_2.obj	polycubes_stim037_4_2_2_2.obj	ordered	True	500	0.5638463497161865	-0.252026230096817	-0.2074273973703384
sub-08	1	4	32	72	11	trained	active_sen	late	0	0		125	125	1	same	6000	3000	1000	500	11000	346000	357000	False	0	1	polycubes_stim072_3_4_2_2.obj	polycubes_stim072_3_4_2_2.obj	ordered	True	500	0.5510143637657166	0.0584829151630401	-0.6337217092514038
