sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	2	1	1	32	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500
sub-01	2	1	2	103	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	True	500
sub-01	2	1	3	153	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-01	2	1	4	125	11	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-01	2	1	5	164	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim164_4_2_4_2.obj	polycubes_stim164_4_2_4_2.obj	ordered	True	500
sub-01	2	1	6	157	12	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	True	500
sub-01	2	1	7	14	10	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim14_2_3_3_2.obj	polycubes_stim14_2_3_3_2.obj	ordered	True	500
sub-01	2	1	8	122	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim122_4_3_3_2.obj	polycubes_stim122_4_3_3_2.obj	ordered	True	500
sub-01	2	1	9	32	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500
sub-01	2	1	10	126	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim126_3_2_3_4.obj	polycubes_stim126_3_2_3_4.obj	ordered	True	500
sub-01	2	1	11	43	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-01	2	1	12	157	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	True	500
sub-01	2	1	13	47	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim47_4_2_2_2.obj	polycubes_stim47_4_2_2_2.obj	ordered	True	500
sub-01	2	1	14	43	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-01	2	1	15	161	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim161_4_2_2_4.obj	polycubes_stim161_4_2_2_4.obj	ordered	True	500
sub-01	2	1	16	178	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim178_2_3_3_4.obj	polycubes_stim178_2_3_3_4.obj	ordered	True	500
sub-01	2	1	17	50	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500
sub-01	2	1	18	126	12	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim126_3_2_3_4.obj	polycubes_stim126_3_2_3_4.obj	ordered	True	500
sub-01	2	1	19	164	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim164_4_2_4_2.obj	polycubes_stim164_4_2_4_2.obj	ordered	True	500
sub-01	2	1	20	1	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim1_2_4_2_2.obj	polycubes_stim1_2_4_2_2.obj	ordered	True	500
sub-01	2	1	21	131	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim131_2_4_3_2.obj	polycubes_stim131_2_4_3_2.obj	ordered	True	500
sub-01	2	1	22	17	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim17_2_3_2_3.obj	polycubes_stim17_2_3_2_3.obj	ordered	True	500
sub-01	2	1	23	113	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	True	500
sub-01	2	1	24	153	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-01	2	1	25	159	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim159_3_2_4_3.obj	polycubes_stim159_3_2_4_3.obj	ordered	True	500
sub-01	2	1	26	158	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	True	500
sub-01	2	1	27	83	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim83_2_3_3_2.obj	polycubes_stim83_2_3_3_2.obj	ordered	True	500
sub-01	2	1	28	83	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim83_2_3_3_2.obj	polycubes_stim83_2_3_3_2.obj	ordered	True	500
sub-01	2	1	29	33	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim33_2_4_2_3.obj	polycubes_stim33_2_4_2_3.obj	ordered	True	500
sub-01	2	1	30	157	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	True	500
sub-01	2	1	31	90	11	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim90_2_3_3_3.obj	polycubes_stim90_2_3_3_3.obj	ordered	True	500
sub-01	2	1	32	18	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim18_2_4_2_2.obj	polycubes_stim18_2_4_2_2.obj	ordered	True	500
sub-01	2	1	33	47	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim47_4_2_2_2.obj	polycubes_stim47_4_2_2_2.obj	ordered	True	500
sub-01	2	1	34	96	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim96_3_2_2_4.obj	polycubes_stim96_3_2_2_4.obj	ordered	True	500
sub-01	2	1	35	122	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim122_4_3_3_2.obj	polycubes_stim122_4_3_3_2.obj	ordered	True	500
sub-01	2	1	36	153	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-01	2	1	37	1	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim1_2_4_2_2.obj	polycubes_stim1_2_4_2_2.obj	ordered	True	500
sub-01	2	1	38	153	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-01	2	1	39	165	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim165_3_4_3_2.obj	polycubes_stim165_3_4_3_2.obj	ordered	True	500
