sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	2	2	1	4	10	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-01	2	2	2	65	10	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500
sub-01	2	2	3	57	11	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-01	2	2	4	93	12	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim93_3_2_4_3.obj	polycubes_stim93_3_2_4_3.obj	ordered	True	500
sub-01	2	2	5	101	12	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim101_4_3_2_3.obj	polycubes_stim101_4_3_2_3.obj	ordered	True	500
sub-01	2	2	6	67	11	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim67_3_2_2_4.obj	polycubes_stim67_3_2_2_4.obj	ordered	True	500
sub-01	2	2	7	181	12	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500
sub-01	2	2	8	162	12	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim162_2_4_2_4.obj	polycubes_stim162_2_4_2_4.obj	ordered	True	500
sub-01	2	2	9	199	12	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim199_2_3_3_4.obj	polycubes_stim199_2_3_3_4.obj	ordered	True	500
sub-01	2	2	10	4	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-01	2	2	11	71	11	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	True	500
sub-01	2	2	12	85	11	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500
sub-01	2	2	13	167	12	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim167_2_2_4_4.obj	polycubes_stim167_2_2_4_4.obj	ordered	True	500
sub-01	2	2	14	7	10	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim7_3_2_3_2.obj	polycubes_stim7_3_2_3_2.obj	ordered	True	500
sub-01	2	2	15	123	10	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim123_2_2_2_4.obj	polycubes_stim123_2_2_2_4.obj	ordered	True	500
sub-01	2	2	16	163	11	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim163_3_2_2_4.obj	polycubes_stim163_3_2_2_4.obj	ordered	True	500
sub-01	2	2	17	56	10	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim56_2_4_2_2.obj	polycubes_stim56_2_4_2_2.obj	ordered	True	500
sub-01	2	2	18	31	11	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
