sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-98	2	2	1	161	11	trained	active_vis	late	30	0	180	305	125	125	1	mirror	6000	3000	1000	500	11000	0	11000	False	0	1	polycubes_stim161_2_3_4_2.obj	polycubes_stim161_2_3_4_2.obj	ordered	True	500	0.2878263294696808	0.1538728028535843	-0.5054354071617126
sub-98	2	2	2	147	12	trained	active_vis	late	30	0	180	305	125	125	1	mirror	6000	3000	1000	500	11000	11000	22000	False	0	1	polycubes_stim147_2_3_4_3.obj	polycubes_stim147_2_3_4_3.obj	ordered	True	500	-0.4951731562614441	0.5604301691055298	-0.2973949313163757
sub-98	2	2	3	161	11	trained	active_vis	late	30	0	180	55	125	-125	-1	same	6000	3000	1000	500	11000	22000	33000	False	0	1	polycubes_stim161_2_3_4_2.obj	polycubes_stim161_2_3_4_2.obj	ordered	True	500	0.2878263294696808	0.1538728028535843	-0.5054354071617126
sub-98	2	2	4	8	9	trained	active_vis	late	30	0	180	55	125	-125	-1	same	6000	3000	1000	500	11000	33000	44000	False	0	1	polycubes_stim008_2_2_3_2.obj	polycubes_stim008_2_2_3_2.obj	ordered	True	500	0.0716556161642074	0.3407922983169555	-0.5536088347434998
sub-98	2	2	5	112	11	trained	active_vis	late	30	0	180	55	125	-125	-1	mirror	6000	3000	1000	500	11000	44000	55000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-98	2	2	6	193	12	trained	active_vis	late	30	0	180	305	125	125	1	same	6000	3000	1000	500	11000	55000	66000	False	0	1	polycubes_stim193_2_3_4_3.obj	polycubes_stim193_2_3_4_3.obj	ordered	True	500	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-98	2	2	7	138	11	trained	active_vis	late	30	0	180	305	125	125	1	mirror	6000	3000	1000	500	11000	66000	77000	False	0	1	polycubes_stim138_2_4_3_2.obj	polycubes_stim138_2_4_3_2.obj	ordered	True	500	0.6597450971603394	-0.2427046597003936	-0.3165088593959808
sub-98	2	2	8	163	12	trained	active_vis	late	30	0	180	55	125	-125	-1	mirror	6000	3000	1000	500	11000	77000	88000	False	0	1	polycubes_stim163_4_2_3_3.obj	polycubes_stim163_4_2_3_3.obj	ordered	True	500	0.7052705883979797	-0.1612925976514816	-0.4771683812141418
sub-98	2	2	9	204	12	trained	active_vis	late	30	0	180	305	125	125	1	same	6000	3000	1000	500	11000	88000	99000	False	0	1	polycubes_stim204_2_3_3_4.obj	polycubes_stim204_2_3_3_4.obj	ordered	True	500	-0.6845818758010864	-0.017531681805849	0.7093754410743713
sub-98	2	2	10	156	12	trained	active_vis	late	30	0	180	55	125	-125	-1	mirror	6000	3000	1000	500	11000	99000	110000	False	0	1	polycubes_stim156_3_2_4_3.obj	polycubes_stim156_3_2_4_3.obj	ordered	True	500	0.5716012120246887	0.3088111281394958	-1.0083261728286743
