sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	response_window_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-89	1	3	1	17	10	novel_2	passive	none	0	0	0	0	0	0	same	3000	3000	0	1000	500	8000	0	8000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-89	1	3	2	30	10	trained	passive	none	0	0	0	100	100	1	mirror	3000	3000	0	1000	500	8000	8000	16000	False	0	1	polycubes_stim030_2_2_4_2.obj	polycubes_stim030_2_2_4_2.obj	ordered	True	500	0.1242406293749809	-0.3326935768127441	0.3462592363357544
sub-89	1	3	3	71	9	trained	passive	none	0	0	0	50	50	1	same	3000	3000	0	1000	500	8000	16000	24000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-89	1	3	4	107	11	trained	passive	none	0	0	0	0	0	0	same	3000	3000	0	1000	500	8000	24000	32000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-89	1	3	5	186	12	trained	passive	none	0	0	0	50	50	1	mirror	3000	3000	0	1000	500	8000	32000	40000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-89	1	3	6	219	12	trained	passive	none	0	0	0	0	0	0	same	3000	3000	0	1000	500	8000	40000	48000	False	0	1	polycubes_stim219_3_2_3_4.obj	polycubes_stim219_3_2_3_4.obj	ordered	True	500	0.0068964958190917	-0.3496316075325012	0.4875573515892029
sub-89	1	3	7	27	11	novel_2	passive	none	0	0	0	100	-100	-1	same	3000	3000	0	1000	500	8000	48000	56000	False	0	1	polycubes_stim027_2_4_3_2.obj	polycubes_stim027_2_4_3_2.obj	ordered	True	500	-0.1286996304988861	-0.4534026086330414	0.7699078917503357
sub-89	1	3	8	218	12	novel_2	passive	none	0	0	0	150	-150	-1	mirror	3000	3000	0	1000	500	8000	56000	64000	False	0	1	polycubes_stim218_4_3_3_2.obj	polycubes_stim218_4_3_3_2.obj	ordered	True	500	-0.6466888785362244	-0.102816641330719	0.7920936346054077
sub-89	1	3	9	42	10	novel_2	passive	none	0	0	0	50	-50	-1	same	3000	3000	0	1000	500	8000	64000	72000	False	0	1	polycubes_stim042_2_3_3_2.obj	polycubes_stim042_2_3_3_2.obj	ordered	True	500	0.012475848197937	-0.1577228605747223	0.2105779945850372
sub-89	1	3	10	89	10	novel_2	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	72000	80000	False	0	1	polycubes_stim089_2_2_3_3.obj	polycubes_stim089_2_2_3_3.obj	ordered	True	500	0.2151160985231399	-0.2974088788032532	0.2054836601018905
