sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	6	1	153	12	training_only	active_vis	late	60	190	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-01	1	6	2	117	11	training_only	active_vis	late	60	90	50	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim117_2_3_2_4.obj	polycubes_stim117_2_3_2_4.obj	ordered	True	500
sub-01	1	6	3	10	11	training_only	active_vis	late	60	0	0	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	True	500
sub-01	1	6	4	76	11	training_only	active_vis	late	60	0	0	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	True	500
sub-01	1	6	5	115	11	training_only	active_vis	late	60	190	150	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim115_3_2_3_3.obj	polycubes_stim115_3_2_3_3.obj	ordered	True	500
sub-01	1	6	6	4	10	trained_shared	active_vis	late	60	190	150	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-01	1	6	7	115	11	training_only	active_vis	late	60	190	150	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim115_3_2_3_3.obj	polycubes_stim115_3_2_3_3.obj	ordered	True	500
sub-01	1	6	8	185	12	trained_shared	active_vis	late	60	190	150	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	True	500
sub-01	1	6	9	120	12	trained_shared	active_vis	late	60	190	150	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim120_4_2_2_4.obj	polycubes_stim120_4_2_2_4.obj	ordered	True	500
sub-01	1	6	10	22	10	training_only	active_vis	late	60	140	100	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	True	500
sub-01	1	6	11	19	10	trained_shared	active_vis	late	60	190	150	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim19_3_2_3_2.obj	polycubes_stim19_3_2_3_2.obj	ordered	True	500
sub-01	1	6	12	22	10	training_only	active_vis	late	60	0	0	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	True	500
