sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-01	2	4	1	151	12	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim151_4_3_3_2.obj	polycubes_stim151_4_3_3_2.obj	ordered	True	500	-0.5812807083129883	-0.0290585551410913	0.6223757266998291
sub-01	2	4	2	91	11	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim91_3_3_2_3.obj	polycubes_stim91_3_3_2_3.obj	ordered	True	500	-0.5281824469566345	0.1271707564592361	0.3483358323574066
sub-01	2	4	3	16	10	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500	0.3951649665832519	0.104199893772602	-0.5425258874893188
sub-01	2	4	4	137	12	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500	-0.6088011860847473	0.2593356966972351	0.2420450896024704
sub-01	2	4	5	4	10	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500	-0.4540261626243591	0.3178350925445556	0.0045393854379653
sub-01	2	4	6	150	11	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim150_2_2_4_3.obj	polycubes_stim150_2_2_4_3.obj	ordered	True	500	0.7590351104736328	-0.5646964311599731	0.0395663380622863
sub-01	2	4	7	96	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim96_3_2_2_4.obj	polycubes_stim96_3_2_2_4.obj	ordered	True	500	-0.0189684778451919	-0.2037155479192733	0.3070658445358276
sub-01	2	4	8	32	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500	0.2649976015090942	-0.0376239754259586	-0.2117892503738403
sub-01	2	4	9	3	11	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500	0.6532460451126099	-0.5996600985527039	0.1948015838861465
sub-01	2	4	10	42	10	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-01	2	4	11	150	11	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim150_2_2_4_3.obj	polycubes_stim150_2_2_4_3.obj	ordered	True	500	0.7590351104736328	-0.5646964311599731	0.0395663380622863
sub-01	2	4	12	150	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim150_2_2_4_3.obj	polycubes_stim150_2_2_4_3.obj	ordered	True	500	0.7590351104736328	-0.5646964311599731	0.0395663380622863
sub-01	2	4	13	65	10	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500	0.7399449944496155	-0.3625325858592987	-0.2272463738918304
sub-01	2	4	14	126	12	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim126_3_2_3_4.obj	polycubes_stim126_3_2_3_4.obj	ordered	True	500	-0.8618884682655334	0.5092157125473022	0.1417486071586609
sub-01	2	4	15	45	11	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500	0.1834233403205871	0.2991720139980316	-0.6065165996551514
sub-01	2	4	16	43	10	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500	0.3472586870193481	-0.3232878148555755	0.1099393889307975
sub-01	2	4	17	131	11	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim131_2_4_3_2.obj	polycubes_stim131_2_4_3_2.obj	ordered	True	500	-0.7613884806632996	0.1076175943017005	0.6091942191123962
