sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-01	2	1	1	190	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim190_2_4_3_3.obj	polycubes_stim190_2_4_3_3.obj	ordered	True	500	-0.0275503247976303	0.1254865378141403	-0.1499144732952118
sub-01	2	1	2	58	10	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim58_2_2_3_3.obj	polycubes_stim58_2_2_3_3.obj	ordered	True	500	0.2677139937877655	-0.6389431357383728	0.6358882188796997
sub-01	2	1	3	63	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	True	500	-0.2379052340984344	-0.15125472843647	0.4518117606639862
sub-01	2	1	4	143	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim143_2_4_2_3.obj	polycubes_stim143_2_4_2_3.obj	ordered	True	500	-0.2104437053203582	-0.0164965186268091	0.2337733060121536
sub-01	2	1	5	2	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim2_4_2_4_2.obj	polycubes_stim2_4_2_4_2.obj	ordered	True	500	0.0230938792228698	-0.4288407862186432	0.5833786725997925
sub-01	2	1	6	20	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	True	500	0.4568089246749878	0.1491671204566955	-0.6677631735801697
sub-01	2	1	7	44	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim44_2_3_2_3.obj	polycubes_stim44_2_3_2_3.obj	ordered	True	500	0.3868056535720825	-0.2142851799726486	-0.0837605893611908
sub-01	2	1	8	191	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500	0.3122670650482178	-0.2551345229148865	0.0485477000474929
sub-01	2	1	9	36	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim36_2_2_2_4.obj	polycubes_stim36_2_2_2_4.obj	ordered	True	500	0.730158269405365	-0.5994973182678223	0.1176591217517852
sub-01	2	1	10	64	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim64_2_3_2_3.obj	polycubes_stim64_2_3_2_3.obj	ordered	True	500	0.574004054069519	-0.5584136247634888	0.215712234377861
sub-01	2	1	11	68	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim68_2_3_2_4.obj	polycubes_stim68_2_3_2_4.obj	ordered	True	500	-0.4290021359920501	-0.069953441619873	0.527931272983551
sub-01	2	1	12	44	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim44_2_3_2_3.obj	polycubes_stim44_2_3_2_3.obj	ordered	True	500	0.3868056535720825	-0.2142851799726486	-0.0837605893611908
sub-01	2	1	13	48	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim48_2_2_3_3.obj	polycubes_stim48_2_2_3_3.obj	ordered	True	500	-0.6450840830802917	-0.0128802973777055	0.663299560546875
sub-01	2	1	14	152	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim152_2_4_4_2.obj	polycubes_stim152_2_4_4_2.obj	ordered	True	500	-0.4111423790454864	-0.1400900483131408	0.6092597246170044
sub-01	2	1	15	160	11	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim160_2_2_4_3.obj	polycubes_stim160_2_2_4_3.obj	ordered	True	500	0.2875378727912903	-0.6755704283714294	0.667863130569458
sub-01	2	1	16	74	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim74_3_2_2_4.obj	polycubes_stim74_3_2_2_4.obj	ordered	True	500	-0.4078142642974853	0.3084250688552856	-0.0283647030591964
sub-01	2	1	17	21	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim21_3_2_2_3.obj	polycubes_stim21_3_2_2_3.obj	ordered	True	500	0.2258499264717102	-0.0345548950135707	-0.1769819259643554
sub-01	2	1	18	78	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim78_3_4_2_2.obj	polycubes_stim78_3_4_2_2.obj	ordered	True	500	0.2201528549194336	-0.121996022760868	-0.047624371945858
sub-01	2	1	19	156	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim156_2_2_3_4.obj	polycubes_stim156_2_2_3_4.obj	ordered	True	500	-0.1904932409524917	0.4231513440608978	-0.407933235168457
sub-01	2	1	20	190	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim190_2_4_3_3.obj	polycubes_stim190_2_4_3_3.obj	ordered	True	500	-0.0275503247976303	0.1254865378141403	-0.1499144732952118
sub-01	2	1	21	140	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim140_4_2_2_3.obj	polycubes_stim140_4_2_2_3.obj	ordered	True	500	-0.5071146488189697	0.5891845226287842	-0.3261182904243469
sub-01	2	1	22	50	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500	0.2355650216341018	-0.0216520447283983	-0.2049444168806076
sub-01	2	1	23	156	11	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim156_2_2_3_4.obj	polycubes_stim156_2_2_3_4.obj	ordered	True	500	-0.1904932409524917	0.4231513440608978	-0.407933235168457
sub-01	2	1	24	121	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500	0.005266934633255	-0.281741738319397	0.3931761384010315
