sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-01	1	3	1	45	11	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500	0.1834233403205871	0.2991720139980316	-0.6065165996551514
sub-01	1	3	2	154	12	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	True	500	-0.1351147294044494	-0.4105779528617859	0.715759813785553
sub-01	1	3	3	89	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim89_2_2_3_3.obj	polycubes_stim89_2_2_3_3.obj	ordered	True	500	-0.3799555897712707	0.0480975173413753	0.3119354248046875
sub-01	1	3	4	193	12	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	True	500	1.2060338258743286	-0.3357627689838409	-0.7311934232711792
sub-01	1	3	5	42	10	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-01	1	3	6	173	12	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim173_2_4_2_4.obj	polycubes_stim173_2_4_2_4.obj	ordered	True	500	-0.4522724151611328	0.1748147159814834	0.2050470113754272
sub-01	1	3	7	32	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500	0.2649976015090942	-0.0376239754259586	-0.2117892503738403
sub-01	1	3	8	1	10	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim1_2_4_2_2.obj	polycubes_stim1_2_4_2_2.obj	ordered	True	500	0.4306465983390808	-0.0364181660115718	-0.3791435360908508
sub-01	1	3	9	34	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	True	500	-0.2697377204895019	0.6696344614028931	-0.6772686243057251
sub-01	1	3	10	35	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim35_2_3_2_3.obj	polycubes_stim35_2_3_2_3.obj	ordered	True	500	0.2058053910732269	-0.2012425661087036	0.0787946283817291
sub-01	1	3	11	139	11	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim139_2_4_3_2.obj	polycubes_stim139_2_4_3_2.obj	ordered	True	500	0.4660137295722961	0.1890569031238556	-0.7333806753158569
sub-01	1	3	12	137	12	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500	-0.6088011860847473	0.2593356966972351	0.2420450896024704
sub-01	1	3	13	112	11	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim112_2_4_2_3.obj	polycubes_stim112_2_4_2_3.obj	ordered	True	500	-0.4178100526332855	0.191722109913826	0.1466740071773529
sub-01	1	3	14	173	12	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim173_2_4_2_4.obj	polycubes_stim173_2_4_2_4.obj	ordered	True	500	-0.4522724151611328	0.1748147159814834	0.2050470113754272
sub-01	1	3	15	37	10	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim37_2_2_4_2.obj	polycubes_stim37_2_2_4_2.obj	ordered	True	500	-0.3999785780906677	0.3278098404407501	-0.063614621758461
sub-01	1	3	16	34	11	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	True	500	-0.2697377204895019	0.6696344614028931	-0.6772686243057251
sub-01	1	3	17	3	11	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500	0.6532460451126099	-0.5996600985527039	0.1948015838861465
sub-01	1	3	18	163	11	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim163_3_2_2_4.obj	polycubes_stim163_3_2_2_4.obj	ordered	True	500	-0.702239453792572	0.6396045684814453	-0.2022981494665146
sub-01	1	3	19	154	12	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	True	500	-0.1351147294044494	-0.4105779528617859	0.715759813785553
sub-01	1	3	20	51	10	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim51_2_2_2_4.obj	polycubes_stim51_2_2_2_4.obj	ordered	True	500	0.1233935207128524	-0.2412911653518676	0.2178438007831573
sub-01	1	3	21	181	12	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500	-0.09908327460289	0.5859585404396057	-0.7295874357223511
sub-01	1	3	22	141	12	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim141_3_3_2_4.obj	polycubes_stim141_3_3_2_4.obj	ordered	True	500	1.1542539596557615	-0.4358389675617218	-0.5378844738006592
sub-01	1	3	23	42	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-01	1	3	24	99	12	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim99_2_2_4_4.obj	polycubes_stim99_2_2_4_4.obj	ordered	True	500	0.5816251039505005	-0.1352171152830124	-0.3903992176055908
sub-01	1	3	25	128	12	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim128_3_4_2_3.obj	polycubes_stim128_3_4_2_3.obj	ordered	True	500	-0.6362101435661316	0.0408931486308574	0.5783785581588745
sub-01	1	3	26	174	12	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500	0.0641494989395141	0.3761801421642303	-0.5961487293243408
sub-01	1	3	27	42	10	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-01	1	3	28	174	12	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500	0.0641494989395141	0.3761801421642303	-0.5961487293243408
sub-01	1	3	29	28	11	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim28_2_2_4_3.obj	polycubes_stim28_2_2_4_3.obj	ordered	True	500	-0.6615727543830872	-0.1651959121227264	0.8951951861381531
sub-01	1	3	30	5	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim5_4_2_2_2.obj	polycubes_stim5_4_2_2_2.obj	ordered	True	500	-0.1776411533355713	0.3592852652072906	-0.330465018749237
sub-01	1	3	31	173	12	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim173_2_4_2_4.obj	polycubes_stim173_2_4_2_4.obj	ordered	True	500	-0.4522724151611328	0.1748147159814834	0.2050470113754272
sub-01	1	3	32	43	10	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500	0.3472586870193481	-0.3232878148555755	0.1099393889307975
sub-01	1	3	33	153	12	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500	0.8419837951660156	-0.4936148226261139	-0.1439068615436554
sub-01	1	3	34	34	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	True	500	-0.2697377204895019	0.6696344614028931	-0.6772686243057251
sub-01	1	3	35	38	11	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim38_3_3_3_2.obj	polycubes_stim38_3_3_3_2.obj	ordered	True	500	-0.2352682650089264	0.1931770145893097	-0.0379253253340721
sub-01	1	3	36	66	11	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim66_3_2_4_2.obj	polycubes_stim66_3_2_4_2.obj	ordered	True	500	0.3621200621128082	-0.0293091367930173	-0.3206706643104553
sub-01	1	3	37	106	12	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim106_2_3_4_3.obj	polycubes_stim106_2_3_4_3.obj	ordered	True	500	-0.1303556710481643	0.0955683216452598	-0.0047983676195144
sub-01	1	3	38	199	12	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim199_2_3_3_4.obj	polycubes_stim199_2_3_3_4.obj	ordered	True	500	0.0208637714385986	-0.2891982793807983	0.3881244659423828
sub-01	1	3	39	8	10	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim8_3_3_2_2.obj	polycubes_stim8_3_3_2_2.obj	ordered	True	500	0.2942094206809997	-0.2445822060108184	0.051682099699974
sub-01	1	3	40	65	10	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500	0.7399449944496155	-0.3625325858592987	-0.2272463738918304
sub-01	1	3	41	14	10	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim14_2_3_3_2.obj	polycubes_stim14_2_3_3_2.obj	ordered	True	500	0.1994445621967315	-0.1577601879835128	0.0236620679497718
sub-01	1	3	42	103	11	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	True	500	0.0839646905660629	-0.344164103269577	0.4027569591999054
sub-01	1	3	43	75	10	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim75_2_2_4_2.obj	polycubes_stim75_2_2_4_2.obj	ordered	True	500	-0.1522559225559234	0.1036948338150978	0.0056092590093612
sub-01	1	3	44	181	12	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500	-0.09908327460289	0.5859585404396057	-0.7295874357223511
sub-01	1	3	45	75	10	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim75_2_2_4_2.obj	polycubes_stim75_2_2_4_2.obj	ordered	True	500	-0.1522559225559234	0.1036948338150978	0.0056092590093612
sub-01	1	3	46	45	11	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500	0.1834233403205871	0.2991720139980316	-0.6065165996551514
sub-01	1	3	47	199	12	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim199_2_3_3_4.obj	polycubes_stim199_2_3_3_4.obj	ordered	True	500	0.0208637714385986	-0.2891982793807983	0.3881244659423828
sub-01	1	3	48	147	12	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim147_2_3_3_4.obj	polycubes_stim147_2_3_3_4.obj	ordered	True	500	-0.2291136682033538	-0.1079068705439567	0.3817170858383178
sub-01	1	3	49	26	10	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim26_2_4_2_2.obj	polycubes_stim26_2_4_2_2.obj	ordered	True	500	-0.7452071905136108	0.6032152771949768	-0.1078681945800781
sub-01	1	3	50	41	11	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim41_2_2_3_4.obj	polycubes_stim41_2_2_3_4.obj	ordered	True	500	-0.6158578395843506	0.3546915054321289	0.1142482757568359
sub-01	1	3	51	46	11	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim46_3_3_3_2.obj	polycubes_stim46_3_3_3_2.obj	ordered	True	500	-0.0699636340141296	0.3225561678409576	-0.3861997723579407
sub-01	1	3	52	151	12	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim151_4_3_3_2.obj	polycubes_stim151_4_3_3_2.obj	ordered	True	500	-0.5812807083129883	-0.0290585551410913	0.6223757266998291
sub-01	1	3	53	45	11	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500	0.1834233403205871	0.2991720139980316	-0.6065165996551514
sub-01	1	3	54	181	12	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500	-0.09908327460289	0.5859585404396057	-0.7295874357223511
sub-01	1	3	55	124	12	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim124_4_2_3_3.obj	polycubes_stim124_4_2_3_3.obj	ordered	True	500	-0.3210105895996094	0.3303414583206177	-0.1461628675460815
