sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	direction	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-06	2	3	1	20	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim020_3_2_3_3.obj	polycubes_stim020_3_2_3_3.obj	ordered	True	500	-0.0471634566783905	0.4234871566295624	-0.5517379641532898
sub-06	2	3	2	169	12	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim169_4_2_4_2.obj	polycubes_stim169_4_2_4_2.obj	ordered	True	500	0.0041549354791641	0.2463233768939972	-0.3525088727474212
sub-06	2	3	3	140	12	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim140_4_2_3_3.obj	polycubes_stim140_4_2_3_3.obj	ordered	True	500	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-06	2	3	4	148	11	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim148_2_4_2_3.obj	polycubes_stim148_2_4_2_3.obj	ordered	True	500	0.2289154827594757	-0.7697283625602722	0.8596450090408325
sub-06	2	3	5	11	9	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
sub-06	2	3	6	191	12	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim191_4_2_2_4.obj	polycubes_stim191_4_2_2_4.obj	ordered	True	500	0.860024094581604	-0.2199969291687011	-0.5489014387130737
sub-06	2	3	7	202	12	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim202_4_2_4_2.obj	polycubes_stim202_4_2_4_2.obj	ordered	True	500	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-06	2	3	8	174	11	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim174_2_4_2_3.obj	polycubes_stim174_2_4_2_3.obj	ordered	True	500	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-06	2	3	9	163	12	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim163_4_2_3_3.obj	polycubes_stim163_4_2_3_3.obj	ordered	True	500	0.7052705883979797	-0.1612925976514816	-0.4771683812141418
sub-06	2	3	10	95	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim095_2_3_2_4.obj	polycubes_stim095_2_3_2_4.obj	ordered	True	500	0.8031518459320068	-0.1323577612638473	-0.615969717502594
sub-06	2	3	11	34	10	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim034_2_3_2_3.obj	polycubes_stim034_2_3_2_3.obj	ordered	True	500	-0.7266333103179932	0.4902697801589966	0.0332869887351989
