sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	direction	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-06	2	4	1	44	10	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim044_3_2_2_3.obj	polycubes_stim044_3_2_2_3.obj	ordered	True	500	0.2850356101989746	-0.12315334379673	-0.1108704358339309
sub-06	2	4	2	169	12	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim169_4_2_4_2.obj	polycubes_stim169_4_2_4_2.obj	ordered	True	500	0.0041549354791641	0.2463233768939972	-0.3525088727474212
sub-06	2	4	3	173	12	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim173_3_3_3_3.obj	polycubes_stim173_3_3_3_3.obj	ordered	True	500	0.4859451651573181	-0.5623961687088013	0.3094033002853393
sub-06	2	4	4	197	12	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim197_2_4_4_2.obj	polycubes_stim197_2_4_4_2.obj	ordered	True	500	0.0795948356389999	-0.2001010328531265	0.2033908367156982
sub-06	2	4	5	110	11	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim110_2_2_4_3.obj	polycubes_stim110_2_2_4_3.obj	ordered	True	500	-0.233584389090538	-0.043408565223217	0.2949734032154083
sub-06	2	4	6	155	12	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim155_2_4_4_2.obj	polycubes_stim155_2_4_4_2.obj	ordered	True	500	-0.2236339151859283	-0.2646830976009369	0.5979524850845337
sub-06	2	4	7	192	12	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim192_4_4_2_2.obj	polycubes_stim192_4_4_2_2.obj	ordered	True	500	-0.5281376838684082	0.5874032974243164	-0.3025761544704437
sub-06	2	4	8	103	10	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim103_2_4_2_2.obj	polycubes_stim103_2_4_2_2.obj	ordered	True	500	0.8009629249572754	-0.5399411916732788	-0.0373706221580505
sub-06	2	4	9	11	9	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
sub-06	2	4	10	184	11	trained	active_vis	late	60	150	330	120	150	1	100	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim184_2_4_2_3.obj	polycubes_stim184_2_4_2_3.obj	ordered	True	500	-0.0403886437416076	0.7218032479286194	-0.9803955554962158
sub-06	2	4	11	48	9	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim048_2_2_3_2.obj	polycubes_stim048_2_2_3_2.obj	ordered	True	500	0.4931648075580597	-0.5191960334777832	0.2410894185304641
sub-06	2	4	12	5	11	trained	active_vis	late	60	150	330	120	150	1	100	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim005_2_2_3_4.obj	polycubes_stim005_2_2_3_4.obj	ordered	True	500	0.5121427774429321	0.0440711677074432	-0.5744689106941223
