sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	direction	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-06	1	2	1	34	10	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim034_2_3_2_3.obj	polycubes_stim034_2_3_2_3.obj	ordered	True	500	-0.7266333103179932	0.4902697801589966	0.0332869887351989
sub-06	1	2	2	92	11	trained	active_vis	late	60	150	330	120	150	1	100	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim092_2_2_4_3.obj	polycubes_stim092_2_2_4_3.obj	ordered	True	500	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-06	1	2	3	93	10	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim093_2_4_2_2.obj	polycubes_stim093_2_4_2_2.obj	ordered	True	500	-0.119750864803791	0.3353261649608612	-0.3544720411300659
sub-06	1	2	4	68	11	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim068_2_2_3_4.obj	polycubes_stim068_2_2_3_4.obj	ordered	True	500	0.1243783086538314	-0.0348417311906814	-0.0751046538352966
sub-06	1	2	5	49	11	trained	active_vis	late	60	150	330	120	150	1	100	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim049_4_2_2_3.obj	polycubes_stim049_4_2_2_3.obj	ordered	True	500	0.7898233532905579	0.0321832373738288	-0.8353374004364014
sub-06	1	2	6	111	10	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim111_2_2_2_4.obj	polycubes_stim111_2_2_2_4.obj	ordered	True	500	0.6312017440795898	0.1065193116664886	-0.7818428874015808
sub-06	1	2	7	140	12	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim140_4_2_3_3.obj	polycubes_stim140_4_2_3_3.obj	ordered	True	500	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-06	1	2	8	62	10	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim062_2_4_2_2.obj	polycubes_stim062_2_4_2_2.obj	ordered	True	500	0.188808798789978	-0.0553459823131561	-0.1105377525091171
sub-06	1	2	9	184	11	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim184_2_4_2_3.obj	polycubes_stim184_2_4_2_3.obj	ordered	True	500	-0.0403886437416076	0.7218032479286194	-0.9803955554962158
sub-06	1	2	10	170	12	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim170_2_2_4_4.obj	polycubes_stim170_2_2_4_4.obj	ordered	True	500	0.2418842315673828	-0.4670720398426056	0.418655514717102
sub-06	1	2	11	155	12	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim155_2_4_4_2.obj	polycubes_stim155_2_4_4_2.obj	ordered	True	500	-0.2236339151859283	-0.2646830976009369	0.5979524850845337
sub-06	1	2	12	95	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim095_2_3_2_4.obj	polycubes_stim095_2_3_2_4.obj	ordered	True	500	0.8031518459320068	-0.1323577612638473	-0.615969717502594
sub-06	1	2	13	48	9	trained	active_vis	late	60	150	330	120	150	1	100	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim048_2_2_3_2.obj	polycubes_stim048_2_2_3_2.obj	ordered	True	500	0.4931648075580597	-0.5191960334777832	0.2410894185304641
sub-06	1	2	14	48	9	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim048_2_2_3_2.obj	polycubes_stim048_2_2_3_2.obj	ordered	True	500	0.4931648075580597	-0.5191960334777832	0.2410894185304641
sub-06	1	2	15	195	12	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim195_2_2_4_4.obj	polycubes_stim195_2_2_4_4.obj	ordered	True	500	0.0458908677101135	0.6291270852088928	-0.935611128807068
sub-06	1	2	16	79	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim079_3_3_2_3.obj	polycubes_stim079_3_3_2_3.obj	ordered	True	500	0.473305881023407	-0.3887032866477966	0.0764036774635315
sub-06	1	2	17	34	10	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim034_2_3_2_3.obj	polycubes_stim034_2_3_2_3.obj	ordered	True	500	-0.7266333103179932	0.4902697801589966	0.0332869887351989
sub-06	1	2	18	110	11	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim110_2_2_4_3.obj	polycubes_stim110_2_2_4_3.obj	ordered	True	500	-0.233584389090538	-0.043408565223217	0.2949734032154083
sub-06	1	2	19	202	12	trained	active_vis	late	60	100	280	70	150	1	50	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim202_4_2_4_2.obj	polycubes_stim202_4_2_4_2.obj	ordered	True	500	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-06	1	2	20	174	11	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim174_2_4_2_3.obj	polycubes_stim174_2_4_2_3.obj	ordered	True	500	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-06	1	2	21	20	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim020_3_2_3_3.obj	polycubes_stim020_3_2_3_3.obj	ordered	True	500	-0.0471634566783905	0.4234871566295624	-0.5517379641532898
sub-06	1	2	22	205	12	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim205_2_4_2_4.obj	polycubes_stim205_2_4_2_4.obj	ordered	True	500	0.2025426030158996	0.0498285330832004	-0.273010790348053
sub-06	1	2	23	107	11	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-06	1	2	24	19	9	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim019_2_2_3_2.obj	polycubes_stim019_2_2_3_2.obj	ordered	True	500	-0.0426199808716774	0.2212005108594894	-0.2702048420906067
sub-06	1	2	25	191	12	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim191_4_2_2_4.obj	polycubes_stim191_4_2_2_4.obj	ordered	True	500	0.860024094581604	-0.2199969291687011	-0.5489014387130737
sub-06	1	2	26	5	11	trained	active_vis	late	60	150	330	120	150	1	100	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim005_2_2_3_4.obj	polycubes_stim005_2_2_3_4.obj	ordered	True	500	0.5121427774429321	0.0440711677074432	-0.5744689106941223
sub-06	1	2	27	110	11	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim110_2_2_4_3.obj	polycubes_stim110_2_2_4_3.obj	ordered	True	500	-0.233584389090538	-0.043408565223217	0.2949734032154083
sub-06	1	2	28	11	9	trained	active_vis	late	60	150	330	120	150	1	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
sub-06	1	2	29	57	10	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim057_3_3_2_2.obj	polycubes_stim057_3_3_2_2.obj	ordered	True	500	-0.3991706073284149	0.4485152065753937	-0.235125795006752
sub-06	1	2	30	121	10	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim121_2_4_2_2.obj	polycubes_stim121_2_4_2_2.obj	ordered	True	500	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-06	1	2	31	60	11	trained	active_vis	late	60	100	280	70	150	1	50	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim060_3_2_3_3.obj	polycubes_stim060_3_2_3_3.obj	ordered	True	500	0.0935092717409133	0.2051420658826828	-0.3836240172386169
sub-06	1	2	32	11	9	trained	active_vis	late	60	0	180	330	150	1	0	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
sub-06	1	2	33	5	11	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim005_2_2_3_4.obj	polycubes_stim005_2_2_3_4.obj	ordered	True	500	0.5121427774429321	0.0440711677074432	-0.5744689106941223
sub-06	1	2	34	95	11	trained	active_vis	late	60	200	20	170	150	1	150	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim095_2_3_2_4.obj	polycubes_stim095_2_3_2_4.obj	ordered	True	500	0.8031518459320068	-0.1323577612638473	-0.615969717502594
sub-06	1	2	35	44	10	trained	active_vis	late	60	0	180	330	150	1	0	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim044_3_2_2_3.obj	polycubes_stim044_3_2_2_3.obj	ordered	True	500	0.2850356101989746	-0.12315334379673	-0.1108704358339309
sub-06	1	2	36	11	9	trained	active_vis	late	60	200	20	170	150	1	150	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim011_2_2_2_3.obj	polycubes_stim011_2_2_2_3.obj	ordered	True	500	-0.3758445382118225	0.2439963817596435	0.0307815074920654
