sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-06	3	2	1	52	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim052_2_3_2_2.obj	ordered	False	0	0.1407453715801239	-0.1143845692276954	0.0210188552737236
sub-06	3	2	2	142	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim142_3_2_3_3.obj	ordered	False	0	0.2793138027191162	-0.0373679734766483	-0.226467490196228
sub-06	3	2	3	202	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim202_4_2_4_2.obj	ordered	False	0	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-06	3	2	4	32	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim032_2_3_3_2.obj	ordered	False	0	0.7204731106758118	-0.517593264579773	0.0115143954753875
sub-06	3	2	5	129	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim129_2_3_3_4.obj	ordered	False	0	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-06	3	2	6	59	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim059_4_4_2_2.obj	ordered	False	0	-0.3990041315555572	0.2649191915988922	0.0243517756462097
sub-06	3	2	7	189	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim189_2_4_3_2.obj	ordered	False	0	0.8328994512557983	-0.6260904669761658	0.0525263547897338
sub-06	3	2	8	7	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim007_3_2_3_4.obj	ordered	False	0	0.536707878112793	-0.2725476920604706	-0.1512672305107116
sub-06	3	2	9	160	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim160_3_4_3_2.obj	ordered	False	0	0.2971777617931366	-0.0203770361840724	-0.268360286951065
sub-06	3	2	10	27	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim027_2_4_3_2.obj	ordered	False	0	-0.1286996304988861	-0.4534026086330414	0.7699078917503357
sub-06	3	2	11	31	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	37500	41250	False	0	1	polycubes_stim031_2_4_2_2.obj	ordered	False	0	-0.1757896542549133	-0.1739447116851806	0.4217846989631653
sub-06	3	2	12	68	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	41250	45000	False	0	1	polycubes_stim068_2_2_3_4.obj	ordered	False	0	0.1243783086538314	-0.0348417311906814	-0.0751046538352966
sub-06	3	2	13	217	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	45000	48750	False	0	1	polycubes_stim217_2_4_4_2.obj	ordered	False	0	0.1766231656074524	-0.6930831074714661	0.8035446405410767
sub-06	3	2	14	41	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	48750	52500	False	0	1	polycubes_stim041_2_2_3_3.obj	ordered	False	0	0.5218170881271362	-0.0303658600896596	-0.4788733124732971
sub-06	3	2	15	197	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	52500	56250	False	0	1	polycubes_stim197_2_4_4_2.obj	ordered	False	0	0.0795948356389999	-0.2001010328531265	0.2033908367156982
sub-06	3	2	16	177	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	56250	60000	False	0	1	polycubes_stim177_2_3_3_4.obj	ordered	False	0	0.2456217408180236	-0.8103868365287781	0.9004385471343994
sub-06	3	2	17	168	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	60000	63750	False	0	1	polycubes_stim168_2_4_4_2.obj	ordered	False	0	0.4520326852798462	-0.6916199922561646	0.5260658860206604
sub-06	3	2	18	194	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	63750	67500	False	0	1	polycubes_stim194_2_4_3_3.obj	ordered	False	0	-0.9332728385925292	0.5051564574241638	0.2188737094402313
sub-06	3	2	19	73	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	67500	71250	False	0	1	polycubes_stim073_2_2_3_3.obj	ordered	False	0	0.5759432315826416	0.0922065526247024	-0.7063430547714233
sub-06	3	2	20	50	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	71250	75000	False	0	1	polycubes_stim050_2_2_2_4.obj	ordered	False	0	-0.2310848236083984	-0.0302162207663059	0.2738170325756073
sub-06	3	2	21	78	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	75000	78750	False	0	1	polycubes_stim078_2_3_2_2.obj	ordered	False	0	0.579243540763855	-0.4409858584403991	0.0444046854972839
sub-06	3	2	22	218	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	78750	82500	False	0	1	polycubes_stim218_4_3_3_2.obj	ordered	False	0	-0.6466888785362244	-0.102816641330719	0.7920936346054077
sub-06	3	2	23	141	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	82500	86250	False	0	1	polycubes_stim141_3_2_4_2.obj	ordered	False	0	0.5380316376686096	-0.5563386082649231	0.2487501502037048
sub-06	3	2	24	170	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	86250	90000	False	0	1	polycubes_stim170_2_2_4_4.obj	ordered	False	0	0.2418842315673828	-0.4670720398426056	0.418655514717102
sub-06	3	2	25	92	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	90000	93750	False	0	1	polycubes_stim092_2_2_4_3.obj	ordered	False	0	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-06	3	2	26	75	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	93750	97500	False	0	1	polycubes_stim075_2_3_3_3.obj	ordered	False	0	-0.1507512032985687	-0.3208411931991577	0.604489266872406
sub-06	3	2	27	146	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	97500	101250	False	0	1	polycubes_stim146_2_2_2_4.obj	ordered	False	0	0.3271296620368957	0.0363180190324783	-0.3784911334514618
sub-06	3	2	28	158	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	101250	105000	False	0	1	polycubes_stim158_2_2_4_4.obj	ordered	False	0	-0.1354159712791443	-0.1448497176170349	0.3402644693851471
sub-06	3	2	29	56	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	105000	108750	False	0	1	polycubes_stim056_3_3_2_3.obj	ordered	False	0	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-06	3	2	30	93	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	108750	112500	False	0	1	polycubes_stim093_2_4_2_2.obj	ordered	False	0	-0.119750864803791	0.3353261649608612	-0.3544720411300659
sub-06	3	2	31	174	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	112500	116250	False	0	1	polycubes_stim174_2_4_2_3.obj	ordered	False	0	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-06	3	2	32	137	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	116250	120000	False	0	1	polycubes_stim137_4_2_3_3.obj	ordered	False	0	-0.2218942791223526	0.3425996005535126	-0.2626148462295532
