sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-07	3	2	1	45	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim045_2_2_2_3.obj	ordered	False	0	-0.1312236040830612	-0.0674304589629173	0.2265846878290176
sub-07	3	2	2	219	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim219_3_2_3_4.obj	ordered	False	0	0.0068964958190917	-0.3496316075325012	0.4875573515892029
sub-07	3	2	3	82	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim082_3_3_2_2.obj	ordered	False	0	-0.57307368516922	0.4369400143623352	-0.0448528826236724
sub-07	3	2	4	183	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim183_3_3_2_4.obj	ordered	False	0	-0.0395391583442688	-0.2221980392932891	0.3537747263908386
sub-07	3	2	5	93	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim093_2_4_2_2.obj	ordered	False	0	-0.119750864803791	0.3353261649608612	-0.3544720411300659
sub-07	3	2	6	47	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim047_3_2_3_2.obj	ordered	False	0	-0.1685122549533844	-0.1653514802455902	0.4023546278476715
sub-07	3	2	7	206	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim206_2_4_2_4.obj	ordered	False	0	1.002625823020935	-0.9293920397758484	0.311733216047287
sub-07	3	2	8	49	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim049_4_2_2_3.obj	ordered	False	0	0.7898233532905579	0.0321832373738288	-0.8353374004364014
sub-07	3	2	9	2	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim002_2_3_2_2.obj	ordered	False	0	-0.4392076432704925	0.2233696281909942	0.1233152151107788
sub-07	3	2	10	33	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim033_4_2_3_3.obj	ordered	False	0	0.2503888010978699	0.1008932217955589	-0.3930734097957611
sub-07	3	2	11	9	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	37500	41250	False	0	1	polycubes_stim009_2_3_3_3.obj	ordered	False	0	-0.007269412279129	0.6002535820007324	-0.8416175246238708
sub-07	3	2	12	112	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	41250	45000	False	0	1	polycubes_stim112_2_2_3_4.obj	ordered	False	0	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-07	3	2	13	57	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	45000	48750	False	0	1	polycubes_stim057_3_3_2_2.obj	ordered	False	0	-0.3991706073284149	0.4485152065753937	-0.235125795006752
sub-07	3	2	14	63	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	48750	52500	False	0	1	polycubes_stim063_3_3_2_3.obj	ordered	False	0	0.7639788389205933	-0.3984919488430023	-0.2004260122776031
sub-07	3	2	15	83	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	52500	56250	False	0	1	polycubes_stim083_4_2_2_3.obj	ordered	False	0	-0.7191577553749084	0.251600056886673	0.3633415102958679
sub-07	3	2	16	17	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	56250	60000	False	0	1	polycubes_stim017_2_3_3_2.obj	ordered	False	0	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-07	3	2	17	108	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	60000	63750	False	0	1	polycubes_stim108_3_4_3_2.obj	ordered	False	0	0.0665522664785385	-0.3822377622127533	0.4740136563777923
sub-07	3	2	18	85	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	63750	67500	False	0	1	polycubes_stim085_2_2_3_3.obj	ordered	False	0	-0.2802347540855407	0.1019951701164245	0.1359917819499969
sub-07	3	2	19	153	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	67500	71250	False	0	1	polycubes_stim153_3_3_3_3.obj	ordered	False	0	0.3974649012088775	-0.1756386160850525	-0.1490743160247802
sub-07	3	2	20	103	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	71250	75000	False	0	1	polycubes_stim103_2_4_2_2.obj	ordered	False	0	0.8009629249572754	-0.5399411916732788	-0.0373706221580505
sub-07	3	2	21	20	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	75000	78750	False	0	1	polycubes_stim020_3_2_3_3.obj	ordered	False	0	-0.0471634566783905	0.4234871566295624	-0.5517379641532898
sub-07	3	2	22	90	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	78750	82500	False	0	1	polycubes_stim090_3_4_2_2.obj	ordered	False	0	0.5149726867675781	-0.3680552840232849	0.0055361986160278
sub-07	3	2	23	129	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	82500	86250	False	0	1	polycubes_stim129_2_3_3_4.obj	ordered	False	0	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-07	3	2	24	180	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	86250	90000	False	0	1	polycubes_stim180_2_3_4_2.obj	ordered	False	0	0.1320619583129882	-0.2104934453964233	0.1656207740306854
sub-07	3	2	25	34	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	90000	93750	False	0	1	polycubes_stim034_2_3_2_3.obj	ordered	False	0	-0.7266333103179932	0.4902697801589966	0.0332869887351989
sub-07	3	2	26	58	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	93750	97500	False	0	1	polycubes_stim058_2_4_2_2.obj	ordered	False	0	-0.1029457747936248	0.1168616861104965	-0.0623216293752193
sub-07	3	2	27	111	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	97500	101250	False	0	1	polycubes_stim111_2_2_2_4.obj	ordered	False	0	0.6312017440795898	0.1065193116664886	-0.7818428874015808
sub-07	3	2	28	104	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	101250	105000	False	0	1	polycubes_stim104_2_4_3_2.obj	ordered	False	0	-0.1255682408809662	0.1442762166261673	-0.0784691795706749
sub-07	3	2	29	202	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	105000	108750	False	0	1	polycubes_stim202_4_2_4_2.obj	ordered	False	0	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-07	3	2	30	163	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	108750	112500	False	0	1	polycubes_stim163_4_2_3_3.obj	ordered	False	0	0.7052705883979797	-0.1612925976514816	-0.4771683812141418
sub-07	3	2	31	126	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	112500	116250	False	0	1	polycubes_stim126_3_3_3_2.obj	ordered	False	0	-0.0786870941519737	-0.1011543646454811	0.2217409908771515
sub-07	3	2	32	187	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	116250	120000	False	0	1	polycubes_stim187_2_4_2_4.obj	ordered	False	0	-0.0066727846860885	0.2543078064918518	-0.3529728651046753
sub-07	3	2	33	81	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	120000	123750	False	0	1	polycubes_stim081_4_3_2_2.obj	ordered	False	0	-0.1719894111156463	-0.0828890427947044	0.2892122566699981
sub-07	3	2	34	12	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	123750	127500	False	0	1	polycubes_stim012_4_2_2_2.obj	ordered	False	0	-0.7455081939697266	0.5495335459709167	-0.0316497087478637
