sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	response_window_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-92	1	2	1	71	9	trained	active_sen	none	0	0		100	100	1	mirror	6000	3000	0	1000	500	11000	0	11000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-92	1	2	2	204	12	novel_1	active_sen	none	0	0		50	50	1	same	6000	3000	0	1000	500	11000	11000	22000	False	0	1	polycubes_stim204_2_3_3_4.obj	polycubes_stim204_2_3_3_4.obj	ordered	True	500	-0.6845818758010864	-0.017531681805849	0.7093754410743713
sub-92	1	2	3	156	12	trained	active_sen	none	0	0		0	0	0	mirror	6000	3000	0	1000	500	11000	22000	33000	False	0	1	polycubes_stim156_3_2_4_3.obj	polycubes_stim156_3_2_4_3.obj	ordered	True	500	0.5716012120246887	0.3088111281394958	-1.0083261728286743
sub-92	1	2	4	211	12	trained	active_sen	none	0	0		150	-150	-1	same	6000	3000	0	1000	500	11000	33000	44000	False	0	1	polycubes_stim211_3_3_2_4.obj	polycubes_stim211_3_3_2_4.obj	ordered	True	500	-0.6225216388702393	-0.0658710077404975	0.7156773209571838
sub-92	1	2	5	140	12	trained	active_sen	none	0	0		150	150	1	mirror	6000	3000	0	1000	500	11000	44000	55000	False	0	1	polycubes_stim140_4_2_3_3.obj	polycubes_stim140_4_2_3_3.obj	ordered	True	500	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-92	1	2	6	121	10	trained	active_sen	none	0	0		50	-50	-1	mirror	6000	3000	0	1000	500	11000	55000	66000	False	0	1	polycubes_stim121_2_4_2_2.obj	polycubes_stim121_2_4_2_2.obj	ordered	True	500	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-92	1	2	7	147	12	trained	active_sen	none	0	0		0	0	0	same	6000	3000	0	1000	500	11000	66000	77000	False	0	1	polycubes_stim147_2_3_4_3.obj	polycubes_stim147_2_3_4_3.obj	ordered	True	500	-0.4951731562614441	0.5604301691055298	-0.2973949313163757
sub-92	1	2	8	120	11	novel_1	active_sen	none	0	0		100	100	1	same	6000	3000	0	1000	500	11000	77000	88000	False	0	1	polycubes_stim120_2_4_2_3.obj	polycubes_stim120_2_4_2_3.obj	ordered	True	500	0.3545178174972534	-0.2197285890579223	-0.0437746047973632
sub-92	1	2	9	198	12	novel_1	active_sen	none	0	0		0	0	0	same	6000	3000	0	1000	500	11000	88000	99000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-92	1	2	10	47	10	novel_1	active_sen	none	0	0		50	50	1	mirror	6000	3000	0	1000	500	11000	99000	110000	False	0	1	polycubes_stim047_3_2_3_2.obj	polycubes_stim047_3_2_3_2.obj	ordered	True	500	-0.1685122549533844	-0.1653514802455902	0.4023546278476715
