sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-05	2	2	1	193	12	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	0	11000	False	0	1	polycubes_stim193_2_3_4_3.obj	polycubes_stim193_2_3_4_3.obj	ordered	True	500	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-05	2	2	2	121	10	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	11000	22000	False	0	1	polycubes_stim121_2_4_2_2.obj	polycubes_stim121_2_4_2_2.obj	ordered	True	500	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-05	2	2	3	39	11	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	22000	33000	False	0	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-05	2	2	4	37	10	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	33000	44000	False	0	1	polycubes_stim037_4_2_2_2.obj	polycubes_stim037_4_2_2_2.obj	ordered	True	500	0.5638463497161865	-0.252026230096817	-0.2074273973703384
sub-05	2	2	5	145	12	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	44000	55000	False	0	1	polycubes_stim145_2_3_3_4.obj	polycubes_stim145_2_3_3_4.obj	ordered	True	500	0.957783341407776	-0.920374870300293	0.343823492527008
sub-05	2	2	6	73	10	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	55000	66000	False	0	1	polycubes_stim073_2_2_3_3.obj	polycubes_stim073_2_2_3_3.obj	ordered	True	500	0.5759432315826416	0.0922065526247024	-0.7063430547714233
sub-05	2	2	7	39	11	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	66000	77000	False	0	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-05	2	2	8	129	12	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	77000	88000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-05	2	2	9	1	9	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	88000	99000	False	0	1	polycubes_stim001_2_2_3_2.obj	polycubes_stim001_2_2_3_2.obj	ordered	True	500	0.1274353861808776	0.0609298646450042	-0.2136032432317733
sub-05	2	2	10	124	11	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	99000	110000	False	0	1	polycubes_stim124_4_3_2_2.obj	polycubes_stim124_4_3_2_2.obj	ordered	True	500	0.2952938973903656	-0.5071685910224915	0.4219509065151214
sub-05	2	2	11	145	12	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	110000	121000	False	0	1	polycubes_stim145_2_3_3_4.obj	polycubes_stim145_2_3_3_4.obj	ordered	True	500	0.957783341407776	-0.920374870300293	0.343823492527008
sub-05	2	2	12	110	11	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	121000	132000	False	0	1	polycubes_stim110_2_2_4_3.obj	polycubes_stim110_2_2_4_3.obj	ordered	True	500	-0.233584389090538	-0.043408565223217	0.2949734032154083
sub-05	2	2	13	25	9	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	132000	143000	False	0	1	polycubes_stim025_2_3_2_2.obj	polycubes_stim025_2_3_2_2.obj	ordered	True	500	0.0386203974485397	0.2017403692007064	-0.3239244222640991
sub-05	2	2	14	101	11	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	143000	154000	False	0	1	polycubes_stim101_4_2_3_2.obj	polycubes_stim101_4_2_3_2.obj	ordered	True	500	-0.373089849948883	0.1205704510211944	0.2025774717330932
sub-05	2	2	15	3	10	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	154000	165000	False	0	1	polycubes_stim003_2_2_4_2.obj	polycubes_stim003_2_2_4_2.obj	ordered	True	500	-0.0612144321203231	-0.1232852414250373	0.235566109418869
sub-05	2	2	16	174	11	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	165000	176000	False	0	1	polycubes_stim174_2_4_2_3.obj	polycubes_stim174_2_4_2_3.obj	ordered	True	500	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-05	2	2	17	129	12	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	176000	187000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-05	2	2	18	214	12	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	187000	198000	False	0	1	polycubes_stim214_2_4_3_3.obj	polycubes_stim214_2_4_3_3.obj	ordered	True	500	-0.8654658794403076	-0.0123692955821752	0.8829587697982788
sub-05	2	2	19	52	9	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	198000	209000	False	0	1	polycubes_stim052_2_3_2_2.obj	polycubes_stim052_2_3_2_2.obj	ordered	True	500	0.1407453715801239	-0.1143845692276954	0.0210188552737236
sub-05	2	2	20	131	11	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	209000	220000	True	5000	1	polycubes_stim131_4_2_3_2.obj	polycubes_stim131_4_2_3_2.obj	ordered	True	500	-0.0269109010696411	-0.3868694901466369	0.5740270614624023
sub-05	2	2	21	101	11	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	225000	236000	False	0	1	polycubes_stim101_4_2_3_2.obj	polycubes_stim101_4_2_3_2.obj	ordered	True	500	-0.373089849948883	0.1205704510211944	0.2025774717330932
sub-05	2	2	22	1	9	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	236000	247000	False	0	1	polycubes_stim001_2_2_3_2.obj	polycubes_stim001_2_2_3_2.obj	ordered	True	500	0.1274353861808776	0.0609298646450042	-0.2136032432317733
sub-05	2	2	23	21	9	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	247000	258000	False	0	1	polycubes_stim021_3_2_2_2.obj	polycubes_stim021_3_2_2_2.obj	ordered	True	500	0.3527217805385589	-0.4713424146175384	0.3138571679592132
sub-05	2	2	24	38	10	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	258000	269000	False	0	1	polycubes_stim038_3_2_2_3.obj	polycubes_stim038_3_2_2_3.obj	ordered	True	500	-0.1652598679065704	-0.1828604638576507	0.4238636791706085
sub-05	2	2	25	202	12	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	269000	280000	False	0	1	polycubes_stim202_4_2_4_2.obj	polycubes_stim202_4_2_4_2.obj	ordered	True	500	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
