sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	2	1	3	11	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	False	500
sub-01	1	2	2	130	11	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim130_2_2_3_4.obj	polycubes_stim130_2_2_3_4.obj	ordered	False	500
sub-01	1	2	3	3	11	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	False	500
sub-01	1	2	4	42	10	pretraining	passive	none	0	0	0	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	False	500
sub-01	1	2	5	168	12	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	False	500
sub-01	1	2	6	192	12	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim192_2_4_3_3.obj	polycubes_stim192_2_4_3_3.obj	ordered	False	500
sub-01	1	2	7	53	10	pretraining	passive	none	0	0	100	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim53_3_3_2_2.obj	polycubes_stim53_3_3_2_2.obj	ordered	False	500
sub-01	1	2	8	154	12	pretraining	passive	none	0	0	0	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	False	500
sub-01	1	2	9	22	10	pretraining	passive	none	0	0	50	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	False	500
sub-01	1	2	10	154	12	pretraining	passive	none	0	0	150	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	False	500
sub-01	1	2	11	30	10	pretraining	passive	none	0	0	100	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim30_3_2_2_3.obj	polycubes_stim30_3_2_2_3.obj	ordered	False	500
sub-01	1	2	12	20	11	pretraining	passive	none	0	0	150	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	False	500
sub-01	1	2	13	148	12	pretraining	passive	none	0	0	150	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim148_3_2_3_4.obj	polycubes_stim148_3_2_3_4.obj	ordered	False	500
sub-01	1	2	14	116	11	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim116_2_3_4_2.obj	polycubes_stim116_2_3_4_2.obj	ordered	False	500
sub-01	1	2	15	78	11	pretraining	passive	none	0	0	150	mirror	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim78_3_4_2_2.obj	polycubes_stim78_3_4_2_2.obj	ordered	False	500
sub-01	1	2	16	154	12	pretraining	passive	none	0	0	100	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	False	500
sub-01	1	2	17	3	11	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	False	500
sub-01	1	2	18	157	12	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	False	500
sub-01	1	2	19	158	12	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	False	500
sub-01	1	2	20	116	11	pretraining	passive	none	0	0	0	same	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim116_2_3_4_2.obj	polycubes_stim116_2_3_4_2.obj	ordered	False	500
sub-01	1	2	21	114	12	pretraining	passive	none	0	0	100	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim114_2_2_4_4.obj	polycubes_stim114_2_2_4_4.obj	ordered	False	500
sub-01	1	2	22	158	12	pretraining	passive	none	0	0	100	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	False	500
sub-01	1	2	23	63	11	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	False	500
sub-01	1	2	24	10	11	pretraining	passive	none	0	0	50	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	False	500
sub-01	1	2	25	10	11	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	False	500
sub-01	1	2	26	20	11	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	False	500
sub-01	1	2	27	168	12	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	False	500
sub-01	1	2	28	138	12	pretraining	passive	none	0	0	100	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim138_3_3_2_4.obj	polycubes_stim138_3_3_2_4.obj	ordered	False	500
sub-01	1	2	29	116	11	pretraining	passive	none	0	0	100	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim116_2_3_4_2.obj	polycubes_stim116_2_3_4_2.obj	ordered	False	500
sub-01	1	2	30	106	12	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim106_2_3_4_3.obj	polycubes_stim106_2_3_4_3.obj	ordered	False	500
sub-01	1	2	31	148	12	pretraining	passive	none	0	0	50	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim148_3_2_3_4.obj	polycubes_stim148_3_2_3_4.obj	ordered	False	500
sub-01	1	2	32	74	11	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim74_3_2_2_4.obj	polycubes_stim74_3_2_2_4.obj	ordered	False	500
sub-01	1	2	33	157	12	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	False	500
