sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	1	1	138	12	pretraining	passive	none	0	0	0	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim138_3_3_2_4.obj	polycubes_stim138_3_3_2_4.obj	ordered	False	500
sub-01	1	1	2	157	12	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	False	500
sub-01	1	1	3	9	10	pretraining	passive	none	0	0	100	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim9_4_2_2_2.obj	polycubes_stim9_4_2_2_2.obj	ordered	False	500
sub-01	1	1	4	152	12	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim152_2_4_4_2.obj	polycubes_stim152_2_4_4_2.obj	ordered	False	500
sub-01	1	1	5	168	12	pretraining	passive	none	0	0	100	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	False	500
sub-01	1	1	6	20	11	pretraining	passive	none	0	0	0	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	False	500
sub-01	1	1	7	151	12	pretraining	passive	none	0	0	50	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim151_4_3_3_2.obj	polycubes_stim151_4_3_3_2.obj	ordered	False	500
sub-01	1	1	8	173	12	pretraining	passive	none	0	0	0	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim173_2_4_2_4.obj	polycubes_stim173_2_4_2_4.obj	ordered	False	500
sub-01	1	1	9	160	11	pretraining	passive	none	0	0	50	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim160_2_2_4_3.obj	polycubes_stim160_2_2_4_3.obj	ordered	False	500
sub-01	1	1	10	74	11	pretraining	passive	none	0	0	150	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim74_3_2_2_4.obj	polycubes_stim74_3_2_2_4.obj	ordered	False	500
