sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	3	1	18	10	trained_shared	active_vis	early	60	0	50	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim18_2_4_2_2.obj	polycubes_stim18_2_4_2_2.obj	ordered	False	500
sub-01	1	3	2	123	10	trained_shared	active_vis	early	60	0	0	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim123_2_2_2_4.obj	polycubes_stim123_2_2_2_4.obj	ordered	False	500
sub-01	1	3	3	115	11	training_only	active_vis	early	60	0	0	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim115_3_2_3_3.obj	polycubes_stim115_3_2_3_3.obj	ordered	False	500
sub-01	1	3	4	8	10	training_only	active_vis	early	60	0	150	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim8_3_3_2_2.obj	polycubes_stim8_3_3_2_2.obj	ordered	False	500
sub-01	1	3	5	76	11	training_only	active_vis	early	60	0	0	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	False	500
sub-01	1	3	6	123	10	trained_shared	active_vis	early	60	0	150	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim123_2_2_2_4.obj	polycubes_stim123_2_2_2_4.obj	ordered	False	500
sub-01	1	3	7	89	10	trained_shared	active_vis	early	60	0	0	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim89_2_2_3_3.obj	polycubes_stim89_2_2_3_3.obj	ordered	False	500
sub-01	1	3	8	77	11	training_only	active_vis	early	60	0	0	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	False	500
sub-01	1	3	9	80	11	training_only	active_vis	early	60	0	50	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	False	500
sub-01	1	3	10	195	12	trained_shared	active_vis	early	60	0	150	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim195_2_2_4_4.obj	polycubes_stim195_2_2_4_4.obj	ordered	False	500
sub-01	1	3	11	65	10	trained_shared	active_vis	early	60	0	150	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	False	500
sub-01	1	3	12	28	11	training_only	active_vis	early	60	0	50	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim28_2_2_4_3.obj	polycubes_stim28_2_2_4_3.obj	ordered	False	500
sub-01	1	3	13	7	10	training_only	active_vis	early	60	0	150	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim7_3_2_3_2.obj	polycubes_stim7_3_2_3_2.obj	ordered	False	500
sub-01	1	3	14	194	12	training_only	active_vis	early	60	0	50	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim194_2_3_4_3.obj	polycubes_stim194_2_3_4_3.obj	ordered	False	500
