sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-04	2	4	1	56	11	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	0	11000	False	0	1	polycubes_stim056_3_3_2_3.obj	polycubes_stim056_3_3_2_3.obj	ordered	True	500	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-04	2	4	2	78	9	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	11000	22000	False	0	1	polycubes_stim078_2_3_2_2.obj	polycubes_stim078_2_3_2_2.obj	ordered	True	500	0.579243540763855	-0.4409858584403991	0.0444046854972839
sub-04	2	4	3	145	12	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	22000	33000	False	0	1	polycubes_stim145_2_3_3_4.obj	polycubes_stim145_2_3_3_4.obj	ordered	True	500	0.957783341407776	-0.920374870300293	0.343823492527008
sub-04	2	4	4	44	10	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	33000	44000	False	0	1	polycubes_stim044_3_2_2_3.obj	polycubes_stim044_3_2_2_3.obj	ordered	True	500	0.2850356101989746	-0.12315334379673	-0.1108704358339309
sub-04	2	4	5	185	12	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	44000	55000	False	0	1	polycubes_stim185_2_4_3_3.obj	polycubes_stim185_2_4_3_3.obj	ordered	True	500	0.5964540243148804	-0.1956858485937118	-0.3197124004364013
sub-04	2	4	6	123	11	trained	active_sen	late	0	0		235	125	-125	-1	same	6000	3000	1000	500	11000	55000	66000	False	0	1	polycubes_stim123_3_2_2_4.obj	polycubes_stim123_3_2_2_4.obj	ordered	True	500	-0.1112136095762252	-0.0553955771028995	0.1895547956228256
sub-04	2	4	7	56	11	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	66000	77000	False	0	1	polycubes_stim056_3_3_2_3.obj	polycubes_stim056_3_3_2_3.obj	ordered	True	500	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-04	2	4	8	143	11	trained	active_sen	late	0	0		125	125	125	1	mirror	6000	3000	1000	500	11000	77000	88000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	2	4	9	17	10	trained	active_sen	late	0	0		125	125	125	1	same	6000	3000	1000	500	11000	88000	99000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-04	2	4	10	96	10	trained	active_sen	late	0	0		235	125	-125	-1	mirror	6000	3000	1000	500	11000	99000	110000	False	0	1	polycubes_stim096_2_2_2_4.obj	polycubes_stim096_2_2_2_4.obj	ordered	True	500	0.3359131515026092	-0.2850106358528137	0.0671528130769729
