sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	response_window_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-94	1	5	1	18	10	novel_4	passive	none	0	0	0	150	150	1	same	3000	3000	0	1000	500	8000	0	8000	False	0	1	polycubes_stim018_2_3_2_3.obj	polycubes_stim018_2_3_2_3.obj	ordered	True	500	-0.2773351371288299	0.0969896912574768	0.1401709914207458
sub-94	1	5	2	136	11	novel_4	passive	none	0	0	0	100	100	1	mirror	3000	3000	0	1000	500	8000	8000	16000	False	0	1	polycubes_stim136_2_2_3_4.obj	polycubes_stim136_2_2_3_4.obj	ordered	True	500	-0.0525573939085006	-0.199333906173706	0.3344581723213196
sub-94	1	5	3	121	10	novel_4	passive	none	0	0	0	50	-50	-1	same	3000	3000	0	1000	500	8000	16000	24000	False	0	1	polycubes_stim121_2_4_2_2.obj	polycubes_stim121_2_4_2_2.obj	ordered	True	500	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-94	1	5	4	88	11	trained	passive	none	0	0	0	50	-50	-1	same	3000	3000	0	1000	500	8000	24000	32000	False	0	1	polycubes_stim088_4_2_2_3.obj	polycubes_stim088_4_2_2_3.obj	ordered	True	500	-0.1998616009950637	0.0055743181146681	0.1919783353805542
sub-94	1	5	5	97	11	novel_4	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	32000	40000	False	0	1	polycubes_stim097_2_3_2_4.obj	polycubes_stim097_2_3_2_4.obj	ordered	True	500	0.3474240899085998	0.0697081312537193	-0.4460062980651855
sub-94	1	5	6	1	9	trained	passive	none	0	0	0	100	100	1	same	3000	3000	0	1000	500	8000	40000	48000	False	0	1	polycubes_stim001_2_2_3_2.obj	polycubes_stim001_2_2_3_2.obj	ordered	True	500	0.1274353861808776	0.0609298646450042	-0.2136032432317733
sub-94	1	5	7	80	11	trained	passive	none	0	0	0	50	50	1	same	3000	3000	0	1000	500	8000	48000	56000	False	0	1	polycubes_stim080_4_2_3_2.obj	polycubes_stim080_4_2_3_2.obj	ordered	True	500	-0.7532925605773926	0.5313675403594971	0.0018252730369567
sub-94	1	5	8	150	11	novel_4	passive	none	0	0	0	50	50	1	same	3000	3000	0	1000	500	8000	56000	64000	False	0	1	polycubes_stim150_3_2_3_3.obj	polycubes_stim150_3_2_3_3.obj	ordered	True	500	0.6146766543388367	-0.5311893224716187	0.1365386247634887
sub-94	1	5	9	89	10	novel_4	passive	none	0	0	0	50	50	1	mirror	3000	3000	0	1000	500	8000	64000	72000	False	0	1	polycubes_stim089_2_2_3_3.obj	polycubes_stim089_2_2_3_3.obj	ordered	True	500	0.2151160985231399	-0.2974088788032532	0.2054836601018905
sub-94	1	5	10	139	12	trained	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	72000	80000	False	0	1	polycubes_stim139_2_2_4_4.obj	polycubes_stim139_2_2_4_4.obj	ordered	True	500	0.6939102411270142	-0.3790967166423797	-0.15778648853302
sub-94	1	5	11	85	10	novel_4	passive	none	0	0	0	150	-150	-1	same	3000	3000	0	1000	500	8000	80000	88000	False	0	1	polycubes_stim085_2_2_3_3.obj	polycubes_stim085_2_2_3_3.obj	ordered	True	500	-0.2802347540855407	0.1019951701164245	0.1359917819499969
sub-94	1	5	12	119	11	novel_4	passive	none	0	0	0	100	-100	-1	same	3000	3000	0	1000	500	8000	88000	96000	False	0	1	polycubes_stim119_2_3_3_3.obj	polycubes_stim119_2_3_3_3.obj	ordered	True	500	-0.0796477794647216	0.1699966937303543	-0.1607638895511627
sub-94	1	5	13	207	11	novel_4	passive	none	0	0	0	50	50	1	same	3000	3000	0	1000	500	8000	96000	104000	False	0	1	polycubes_stim207_3_2_2_4.obj	polycubes_stim207_3_2_2_4.obj	ordered	True	500	-0.016880914568901	0.2557425796985626	-0.3447937965393066
sub-94	1	5	14	94	12	novel_4	passive	none	0	0	0	0	0	0	same	3000	3000	0	1000	500	8000	104000	112000	False	0	1	polycubes_stim094_4_2_3_3.obj	polycubes_stim094_4_2_3_3.obj	ordered	True	500	-0.2253549098968505	0.1514138877391815	0.0112233087420463
sub-94	1	5	15	179	12	trained	passive	none	0	0	0	100	100	1	same	3000	3000	0	1000	500	8000	112000	120000	False	0	1	polycubes_stim179_4_4_2_2.obj	polycubes_stim179_4_4_2_2.obj	ordered	True	500	-0.1991163194179535	0.3607834577560425	-0.3111086189746856
sub-94	1	5	16	74	10	novel_4	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	120000	128000	False	0	1	polycubes_stim074_3_2_2_3.obj	polycubes_stim074_3_2_2_3.obj	ordered	True	500	-0.3573908805847168	0.1864710748195648	0.0936809331178665
sub-94	1	5	17	112	11	trained	passive	none	0	0	0	150	-150	-1	same	3000	3000	0	1000	500	8000	128000	136000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-94	1	5	18	217	12	novel_4	passive	none	0	0	0	0	0	0	same	3000	3000	0	1000	500	8000	136000	144000	False	0	1	polycubes_stim217_2_4_4_2.obj	polycubes_stim217_2_4_4_2.obj	ordered	True	500	0.1766231656074524	-0.6930831074714661	0.8035446405410767
sub-94	1	5	19	133	11	trained	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	144000	152000	False	0	1	polycubes_stim133_3_2_2_4.obj	polycubes_stim133_3_2_2_4.obj	ordered	True	500	-0.6504398584365845	-0.2732298374176025	1.036845326423645
sub-94	1	5	20	188	12	trained	passive	none	0	0	0	50	-50	-1	mirror	3000	3000	0	1000	500	8000	152000	160000	True	5000	1	polycubes_stim188_4_2_4_2.obj	polycubes_stim188_4_2_4_2.obj	ordered	True	500	-0.3140657544136047	0.3025632500648498	-0.1138233765959739
sub-94	1	5	21	4	11	novel_4	passive	none	0	0	0	100	-100	-1	mirror	3000	3000	0	1000	500	8000	165000	173000	False	0	1	polycubes_stim004_2_3_4_2.obj	polycubes_stim004_2_3_4_2.obj	ordered	True	500	-0.0769262015819549	0.5735053420066833	-0.7341330051422119
sub-94	1	5	22	95	11	trained	passive	none	0	0	0	150	-150	-1	same	3000	3000	0	1000	500	8000	173000	181000	False	0	1	polycubes_stim095_2_3_2_4.obj	polycubes_stim095_2_3_2_4.obj	ordered	True	500	0.8031518459320068	-0.1323577612638473	-0.615969717502594
