sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-13	3	2	1	195	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim195_2_2_4_4.obj	ordered	False	0	0.0458908677101135	0.6291270852088928	-0.935611128807068
sub-13	3	2	2	194	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim194_2_4_3_3.obj	ordered	False	0	-0.9332728385925292	0.5051564574241638	0.2188737094402313
sub-13	3	2	3	157	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim157_2_4_3_2.obj	ordered	False	0	-0.3224647939205169	0.4587445855140686	-0.3262981474399566
sub-13	3	2	4	117	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim117_2_2_3_3.obj	ordered	False	0	-0.3864472806453705	-0.0283350925892591	0.4265191853046417
sub-13	3	2	5	7	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim007_3_2_3_4.obj	ordered	False	0	0.536707878112793	-0.2725476920604706	-0.1512672305107116
sub-13	3	2	6	97	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim097_2_3_2_4.obj	ordered	False	0	0.3474240899085998	0.0697081312537193	-0.4460062980651855
sub-13	3	2	7	172	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim172_2_2_3_4.obj	ordered	False	0	0.3018715679645538	-0.3695334792137146	0.2207277715206146
sub-13	3	2	8	55	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim055_2_3_2_3.obj	ordered	False	0	0.2853732109069824	0.0650542080402374	-0.3773737847805023
sub-13	3	2	9	102	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim102_2_2_4_3.obj	ordered	False	0	0.2915277779102325	-0.2158804535865783	0.0137733519077301
sub-13	3	2	10	35	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim035_2_3_2_3.obj	ordered	False	0	0.2025383710861206	-0.4619344174861908	0.4507356882095337
sub-13	3	2	11	124	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	37500	41250	False	0	1	polycubes_stim124_4_3_2_2.obj	ordered	False	0	0.2952938973903656	-0.5071685910224915	0.4219509065151214
sub-13	3	2	12	152	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	41250	45000	False	0	1	polycubes_stim152_2_3_2_4.obj	ordered	False	0	-0.2483074963092804	-0.1362222880125045	0.4409549534320831
sub-13	3	2	13	63	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	45000	48750	False	0	1	polycubes_stim063_3_3_2_3.obj	ordered	False	0	0.7639788389205933	-0.3984919488430023	-0.2004260122776031
sub-13	3	2	14	203	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	48750	52500	False	0	1	polycubes_stim203_2_4_3_3.obj	ordered	False	0	-0.3319209218025207	0.263681560754776	-0.0409811586141586
sub-13	3	2	15	175	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	52500	56250	False	0	1	polycubes_stim175_2_3_3_4.obj	ordered	False	0	0.772771418094635	0.1902472078800201	-1.0418217182159424
sub-13	3	2	16	154	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	56250	60000	False	0	1	polycubes_stim154_3_3_2_4.obj	ordered	False	0	0.49614417552948	-0.4118686616420746	0.0863261520862579
sub-13	3	2	17	14	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	60000	63750	False	0	1	polycubes_stim014_2_2_4_2.obj	ordered	False	0	0.2514331936836242	-0.040862962603569	-0.1936442255973816
sub-13	3	2	18	201	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	63750	67500	False	0	1	polycubes_stim201_2_2_4_4.obj	ordered	False	0	-0.382503479719162	0.1580604314804077	0.1589722335338592
sub-13	3	2	19	133	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	67500	71250	False	0	1	polycubes_stim133_3_2_2_4.obj	ordered	False	0	-0.6504398584365845	-0.2732298374176025	1.036845326423645
sub-13	3	2	20	24	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	71250	75000	False	0	1	polycubes_stim024_2_4_2_3.obj	ordered	False	0	-0.0618884786963462	-0.0488393045961856	0.130957692861557
sub-13	3	2	21	77	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	75000	78750	False	0	1	polycubes_stim077_2_2_2_3.obj	ordered	False	0	-0.3520238399505615	-0.0140450028702616	0.3718864917755127
sub-13	3	2	22	23	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	78750	82500	False	0	1	polycubes_stim023_4_2_4_2.obj	ordered	False	0	0.2356211543083191	-0.6503998041152954	0.6841832399368286
sub-13	3	2	23	108	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	82500	86250	False	0	1	polycubes_stim108_3_4_3_2.obj	ordered	False	0	0.0665522664785385	-0.3822377622127533	0.4740136563777923
sub-13	3	2	24	188	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	86250	90000	False	0	1	polycubes_stim188_4_2_4_2.obj	ordered	False	0	-0.3140657544136047	0.3025632500648498	-0.1138233765959739
sub-13	3	2	25	193	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	90000	93750	False	0	1	polycubes_stim193_2_3_4_3.obj	ordered	False	0	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-13	3	2	26	10	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	93750	97500	False	0	1	polycubes_stim010_3_2_3_2.obj	ordered	False	0	0.2068538069725036	-0.0850536525249481	-0.0865697562694549
sub-13	3	2	27	110	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	97500	101250	False	0	1	polycubes_stim110_2_2_4_3.obj	ordered	False	0	-0.233584389090538	-0.043408565223217	0.2949734032154083
sub-13	3	2	28	39	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	101250	105000	False	0	1	polycubes_stim039_3_3_3_2.obj	ordered	False	0	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-13	3	2	29	62	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	105000	108750	False	0	1	polycubes_stim062_2_4_2_2.obj	ordered	False	0	0.188808798789978	-0.0553459823131561	-0.1105377525091171
sub-13	3	2	30	182	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	108750	112500	False	0	1	polycubes_stim182_2_3_3_3.obj	ordered	False	0	-0.129921555519104	0.5251925587654114	-0.6128131151199341
sub-13	3	2	31	113	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	112500	116250	False	0	1	polycubes_stim113_2_3_2_3.obj	ordered	False	0	0.0936450660228729	0.1901207268238067	-0.3625164628028869
sub-13	3	2	32	36	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	116250	120000	False	0	1	polycubes_stim036_3_2_2_4.obj	ordered	False	0	-0.0389313697814941	-0.4943221807479858	0.7380086183547974
sub-13	3	2	33	216	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	120000	123750	False	0	1	polycubes_stim216_3_2_3_4.obj	ordered	False	0	0.4732248187065124	0.155476838350296	-0.6931023597717285
sub-13	3	2	34	131	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	123750	127500	False	0	1	polycubes_stim131_4_2_3_2.obj	ordered	False	0	-0.0269109010696411	-0.3868694901466369	0.5740270614624023
sub-13	3	2	35	198	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	127500	131250	False	0	1	polycubes_stim198_3_3_2_4.obj	ordered	False	0	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-13	3	2	36	219	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	131250	135000	False	0	1	polycubes_stim219_3_2_3_4.obj	ordered	False	0	0.0068964958190917	-0.3496316075325012	0.4875573515892029
sub-13	3	2	37	19	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	135000	138750	False	0	1	polycubes_stim019_2_2_3_2.obj	ordered	False	0	-0.0426199808716774	0.2212005108594894	-0.2702048420906067
sub-13	3	2	38	9	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	138750	142500	False	0	1	polycubes_stim009_2_3_3_3.obj	ordered	False	0	-0.007269412279129	0.6002535820007324	-0.8416175246238708
sub-13	3	2	39	136	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	142500	146250	False	0	1	polycubes_stim136_2_2_3_4.obj	ordered	False	0	-0.0525573939085006	-0.199333906173706	0.3344581723213196
sub-13	3	2	40	125	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	146250	150000	False	0	1	polycubes_stim125_4_2_3_3.obj	ordered	False	0	0.272147387266159	0.0299544017761945	-0.3145093321800232
