sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-02	1	5	1	14	10	trained_shared	passive	none	0	0	0	100	100	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim14_2_3_3_2.obj	polycubes_stim14_2_3_3_2.obj	ordered	True	500	0.1994445621967315	-0.1577601879835128	0.0236620679497718
sub-02	1	5	2	175	12	trained_shared	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim175_4_2_2_4.obj	polycubes_stim175_4_2_2_4.obj	ordered	True	500	-0.2445259541273117	0.6241052150726318	-0.6380923390388489
sub-02	1	5	3	130	11	trained_shared	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim130_2_2_3_4.obj	polycubes_stim130_2_2_3_4.obj	ordered	True	500	-0.7043190598487854	0.925428032875061	-0.604434072971344
sub-02	1	5	4	62	11	novel_test	passive	none	0	0	0	50	50	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim62_2_2_3_4.obj	polycubes_stim62_2_2_3_4.obj	ordered	True	500	-0.394012451171875	0.3225150406360626	-0.0620927512645721
sub-02	1	5	5	84	11	trained_shared	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim84_2_3_4_2.obj	polycubes_stim84_2_3_4_2.obj	ordered	True	500	-0.3802437782287597	0.0148988161236047	0.3591736853122711
sub-02	1	5	6	103	11	novel_test	passive	none	0	0	0	100	100	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	True	500	0.0839646905660629	-0.344164103269577	0.4027569591999054
sub-02	1	5	7	148	12	novel_test	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim148_3_2_3_4.obj	polycubes_stim148_3_2_3_4.obj	ordered	True	500	-0.1224115341901779	-0.0494713969528675	0.1923746615648269
sub-02	1	5	8	8	10	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim8_3_3_2_2.obj	polycubes_stim8_3_3_2_2.obj	ordered	True	500	0.2942094206809997	-0.2445822060108184	0.051682099699974
sub-02	1	5	9	45	11	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500	0.1834233403205871	0.2991720139980316	-0.6065165996551514
sub-02	1	5	10	180	12	trained_shared	passive	none	0	0	0	50	50	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim180_2_3_3_4.obj	polycubes_stim180_2_3_3_4.obj	ordered	True	500	0.0786304771900177	-0.2194598466157913	0.2317326664924621
sub-02	1	5	11	162	12	trained_shared	passive	none	0	0	0	150	150	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim162_2_4_2_4.obj	polycubes_stim162_2_4_2_4.obj	ordered	True	500	-0.5036996603012085	0.0234247390180826	0.4705720841884613
sub-02	1	5	12	146	11	novel_test	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	True	500	-0.19893878698349	0.2353411465883255	-0.13388392329216
sub-02	1	5	13	84	11	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim84_2_3_4_2.obj	polycubes_stim84_2_3_4_2.obj	ordered	True	500	-0.3802437782287597	0.0148988161236047	0.3591736853122711
sub-02	1	5	14	146	11	novel_test	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	True	500	-0.19893878698349	0.2353411465883255	-0.13388392329216
sub-02	1	5	15	163	11	trained_shared	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim163_3_2_2_4.obj	polycubes_stim163_3_2_2_4.obj	ordered	True	500	-0.702239453792572	0.6396045684814453	-0.2022981494665146
sub-02	1	5	16	113	11	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	True	500	0.061796635389328	-0.1791084110736847	0.1915009617805481
sub-02	1	5	17	31	11	trained_shared	passive	none	0	0	0	50	50	same	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500	-0.1650114953517913	-0.0586565658450126	0.2479644268751144
sub-02	1	5	18	77	11	trained_shared	passive	none	0	0	0	50	50	same	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500	-0.0483695492148399	0.185523122549057	-0.2139998227357864
sub-02	1	5	19	124	12	novel_test	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim124_4_2_3_3.obj	polycubes_stim124_4_2_3_3.obj	ordered	True	500	-0.3210105895996094	0.3303414583206177	-0.1461628675460815
sub-02	1	5	20	84	11	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim84_2_3_4_2.obj	polycubes_stim84_2_3_4_2.obj	ordered	True	500	-0.3802437782287597	0.0148988161236047	0.3591736853122711
sub-02	1	5	21	172	12	trained_shared	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim172_2_3_3_4.obj	polycubes_stim172_2_3_3_4.obj	ordered	True	500	0.1424962133169174	0.2653572857379913	-0.5177682042121887
sub-02	1	5	22	169	12	novel_test	passive	none	0	0	0	150	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim169_2_4_2_4.obj	polycubes_stim169_2_4_2_4.obj	ordered	True	500	-0.1373346298933029	-0.0158370099961757	0.1597315669059753
sub-02	1	5	23	156	11	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim156_2_2_3_4.obj	polycubes_stim156_2_2_3_4.obj	ordered	True	500	-0.1904932409524917	0.4231513440608978	-0.407933235168457
sub-02	1	5	24	90	11	novel_test	passive	none	0	0	0	100	100	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim90_2_3_3_3.obj	polycubes_stim90_2_3_3_3.obj	ordered	True	500	0.3939304947853088	-0.2030911743640899	-0.1067161560058593
sub-02	1	5	25	76	11	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	True	500	-0.6584275364875793	-0.0640865862369537	0.7490596771240234
sub-02	1	5	26	124	12	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim124_4_2_3_3.obj	polycubes_stim124_4_2_3_3.obj	ordered	True	500	-0.3210105895996094	0.3303414583206177	-0.1461628675460815
sub-02	1	5	27	88	11	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim88_4_2_2_3.obj	polycubes_stim88_4_2_2_3.obj	ordered	True	500	0.1611205339431762	-0.1342832595109939	0.0287846997380256
sub-02	1	5	28	131	11	novel_test	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim131_2_4_3_2.obj	polycubes_stim131_2_4_3_2.obj	ordered	True	500	-0.7613884806632996	0.1076175943017005	0.6091942191123962
sub-02	1	5	29	105	12	novel_test	passive	none	0	0	0	150	150	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	True	500	0.8487755656242371	-0.0330611951649189	-0.8020199537277222
sub-02	1	5	30	162	12	trained_shared	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim162_2_4_2_4.obj	polycubes_stim162_2_4_2_4.obj	ordered	True	500	-0.5036996603012085	0.0234247390180826	0.4705720841884613
sub-02	1	5	31	192	12	novel_test	passive	none	0	0	0	100	100	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim192_2_4_3_3.obj	polycubes_stim192_2_4_3_3.obj	ordered	True	500	-0.9974281191825868	0.877635657787323	-0.2437362670898437
sub-02	1	5	32	152	12	trained_shared	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim152_2_4_4_2.obj	polycubes_stim152_2_4_4_2.obj	ordered	True	500	-0.4111423790454864	-0.1400900483131408	0.6092597246170044
sub-02	1	5	33	90	11	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim90_2_3_3_3.obj	polycubes_stim90_2_3_3_3.obj	ordered	True	500	0.3939304947853088	-0.2030911743640899	-0.1067161560058593
