sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-02	2	5	1	44	10	trained_shared	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim44_2_3_2_3.obj	polycubes_stim44_2_3_2_3.obj	ordered	True	500	0.3868056535720825	-0.2142851799726486	-0.0837605893611908
sub-02	2	5	2	132	11	trained_shared	passive	none	0	0	0	50	50	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500	-0.0896387323737144	0.1443302482366562	-0.1144751086831092
sub-02	2	5	3	31	11	trained_shared	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500	-0.1650114953517913	-0.0586565658450126	0.2479644268751144
sub-02	2	5	4	76	11	trained_shared	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	True	500	-0.6584275364875793	-0.0640865862369537	0.7490596771240234
sub-02	2	5	5	113	11	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	True	500	0.061796635389328	-0.1791084110736847	0.1915009617805481
sub-02	2	5	6	65	10	trained_shared	passive	none	0	0	0	100	100	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500	0.7399449944496155	-0.3625325858592987	-0.2272463738918304
sub-02	2	5	7	105	12	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	True	500	0.8487755656242371	-0.0330611951649189	-0.8020199537277222
sub-02	2	5	8	101	12	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim101_4_3_2_3.obj	polycubes_stim101_4_3_2_3.obj	ordered	True	500	0.398597240447998	-0.7168389558792114	0.6151663064956665
sub-02	2	5	9	113	11	novel_test	passive	none	0	0	0	50	50	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	True	500	0.061796635389328	-0.1791084110736847	0.1915009617805481
sub-02	2	5	10	68	11	novel_test	passive	none	0	0	0	50	50	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim68_2_3_2_4.obj	polycubes_stim68_2_3_2_4.obj	ordered	True	500	-0.4290021359920501	-0.069953441619873	0.527931272983551
