sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-02	2	2	1	54	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim54_4_2_2_2.obj	polycubes_stim54_4_2_2_2.obj	ordered	True	500	0.5245622396469116	-0.5173114538192749	0.207026794552803
sub-02	2	2	2	132	11	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500	-0.0896387323737144	0.1443302482366562	-0.1144751086831092
sub-02	2	2	3	194	12	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim194_2_3_4_3.obj	polycubes_stim194_2_3_4_3.obj	ordered	True	500	-0.2217558026313781	0.411987692117691	-0.3608828783035278
sub-02	2	2	4	37	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim37_2_2_4_2.obj	polycubes_stim37_2_2_4_2.obj	ordered	True	500	-0.3999785780906677	0.3278098404407501	-0.063614621758461
sub-02	2	2	5	76	11	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	True	500	-0.6584275364875793	-0.0640865862369537	0.7490596771240234
sub-02	2	2	6	194	12	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim194_2_3_4_3.obj	polycubes_stim194_2_3_4_3.obj	ordered	True	500	-0.2217558026313781	0.411987692117691	-0.3608828783035278
sub-02	2	2	7	52	10	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim52_2_3_2_3.obj	polycubes_stim52_2_3_2_3.obj	ordered	True	500	0.7393448948860168	-0.0571873448789119	-0.6584697961807251
sub-02	2	2	8	132	11	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500	-0.0896387323737144	0.1443302482366562	-0.1144751086831092
sub-02	2	2	9	61	12	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim61_4_2_2_4.obj	polycubes_stim61_4_2_2_4.obj	ordered	True	500	0.458508163690567	-0.1196419075131416	-0.2893089354038238
sub-02	2	2	10	50	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500	0.2355650216341018	-0.0216520447283983	-0.2049444168806076
sub-02	2	2	11	85	11	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500	-0.0605942904949188	0.6375227570533752	-0.8409992456436157
