sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-02	2	1	1	129	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim129_2_2_4_3.obj	polycubes_stim129_2_2_4_3.obj	ordered	True	500	0.12203399091959	0.0899238735437393	-0.2492055892944336
sub-02	2	1	2	48	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim48_2_2_3_3.obj	polycubes_stim48_2_2_3_3.obj	ordered	True	500	-0.6450840830802917	-0.0128802973777055	0.663299560546875
sub-02	2	1	3	135	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim135_3_3_3_3.obj	polycubes_stim135_3_3_3_3.obj	ordered	True	500	-0.1354753077030182	0.3173949420452118	-0.3133890032768249
sub-02	2	1	4	30	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim30_3_2_2_3.obj	polycubes_stim30_3_2_2_3.obj	ordered	True	500	0.1370854377746582	-0.3155260980129242	0.3091359138488769
sub-02	2	1	5	3	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500	0.6532460451126099	-0.5996600985527039	0.1948015838861465
sub-02	2	1	6	80	11	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	True	500	0.3451651632785797	0.0006370053160935	-0.3460660576820373
sub-02	2	1	7	34	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	True	500	-0.2697377204895019	0.6696344614028931	-0.6772686243057251
sub-02	2	1	8	186	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim186_4_2_4_2.obj	polycubes_stim186_4_2_4_2.obj	ordered	True	500	0.7891526222229004	-0.1004467755556106	-0.6470994353294373
sub-02	2	1	9	30	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim30_3_2_2_3.obj	polycubes_stim30_3_2_2_3.obj	ordered	True	500	0.1370854377746582	-0.3155260980129242	0.3091359138488769
sub-02	2	1	10	5	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim5_4_2_2_2.obj	polycubes_stim5_4_2_2_2.obj	ordered	True	500	-0.1776411533355713	0.3592852652072906	-0.330465018749237
sub-02	2	1	11	135	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim135_3_3_3_3.obj	polycubes_stim135_3_3_3_3.obj	ordered	True	500	-0.1354753077030182	0.3173949420452118	-0.3133890032768249
sub-02	2	1	12	198	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	0.0203193724155426	0.2336691915988922	-0.3507775664329529
sub-02	2	1	13	32	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500	0.2649976015090942	-0.0376239754259586	-0.2117892503738403
sub-02	2	1	14	100	11	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500	0.650447428226471	-0.0027940161526203	-0.6464961767196655
sub-02	2	1	15	191	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500	0.3122670650482178	-0.2551345229148865	0.0485477000474929
sub-02	2	1	16	32	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500	0.2649976015090942	-0.0376239754259586	-0.2117892503738403
sub-02	2	1	17	42	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-02	2	1	18	191	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500	0.3122670650482178	-0.2551345229148865	0.0485477000474929
sub-02	2	1	19	98	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim98_2_3_4_2.obj	polycubes_stim98_2_3_4_2.obj	ordered	True	500	0.7059393525123596	-0.2513956427574157	-0.3504121303558349
sub-02	2	1	20	39	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim39_2_3_3_3.obj	polycubes_stim39_2_3_3_3.obj	ordered	True	500	-0.4287537932395935	0.0762506276369094	0.3209191262722015
sub-02	2	1	21	60	10	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim60_2_2_3_3.obj	polycubes_stim60_2_2_3_3.obj	ordered	True	500	0.5880926847457886	-0.4411217868328094	0.0357477664947509
sub-02	2	1	22	4	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500	-0.4540261626243591	0.3178350925445556	0.0045393854379653
sub-02	2	1	23	190	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim190_2_4_3_3.obj	polycubes_stim190_2_4_3_3.obj	ordered	True	500	-0.0275503247976303	0.1254865378141403	-0.1499144732952118
sub-02	2	1	24	78	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim78_3_4_2_2.obj	polycubes_stim78_3_4_2_2.obj	ordered	True	500	0.2201528549194336	-0.121996022760868	-0.047624371945858
sub-02	2	1	25	193	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	True	500	1.2060338258743286	-0.3357627689838409	-0.7311934232711792
sub-02	2	1	26	39	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim39_2_3_3_3.obj	polycubes_stim39_2_3_3_3.obj	ordered	True	500	-0.4287537932395935	0.0762506276369094	0.3209191262722015
sub-02	2	1	27	56	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim56_2_4_2_2.obj	polycubes_stim56_2_4_2_2.obj	ordered	True	500	0.8009629249572754	-0.5399411916732788	-0.0373706221580505
sub-02	2	1	28	42	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500	0.3882848620414734	-0.1423920094966888	-0.1869121193885803
sub-02	2	1	29	188	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim188_2_4_4_2.obj	polycubes_stim188_2_4_4_2.obj	ordered	True	500	0.2907845079898834	-0.4373948574066162	0.3277853429317474
sub-02	2	1	30	190	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim190_2_4_3_3.obj	polycubes_stim190_2_4_3_3.obj	ordered	True	500	-0.0275503247976303	0.1254865378141403	-0.1499144732952118
sub-02	2	1	31	171	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim171_2_4_4_2.obj	polycubes_stim171_2_4_4_2.obj	ordered	True	500	-0.480501115322113	-0.0779968798160553	0.5908054113388062
sub-02	2	1	32	64	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim64_2_3_2_3.obj	polycubes_stim64_2_3_2_3.obj	ordered	True	500	0.574004054069519	-0.5584136247634888	0.215712234377861
sub-02	2	1	33	185	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	True	500	-0.799971342086792	0.0985887050628662	0.6605458855628967
sub-02	2	1	34	3	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500	0.6532460451126099	-0.5996600985527039	0.1948015838861465
sub-02	2	1	35	29	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim29_3_2_3_4.obj	polycubes_stim29_3_2_3_4.obj	ordered	True	500	0.0731007009744644	-0.3990005552768707	0.4911714196205139
sub-02	2	1	36	98	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim98_2_3_4_2.obj	polycubes_stim98_2_3_4_2.obj	ordered	True	500	0.7059393525123596	-0.2513956427574157	-0.3504121303558349
sub-02	2	1	37	111	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim111_3_4_2_2.obj	polycubes_stim111_3_4_2_2.obj	ordered	True	500	-0.1088998019695282	0.1460632383823394	-0.0976648405194282
