sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-02	1	1	1	185	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	True	500	-0.799971342086792	0.0985887050628662	0.6605458855628967
sub-02	1	1	2	186	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim186_4_2_4_2.obj	polycubes_stim186_4_2_4_2.obj	ordered	True	500	0.7891526222229004	-0.1004467755556106	-0.6470994353294373
sub-02	1	1	3	198	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	0.0203193724155426	0.2336691915988922	-0.3507775664329529
sub-02	1	1	4	41	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim41_2_2_3_4.obj	polycubes_stim41_2_2_3_4.obj	ordered	True	500	-0.6158578395843506	0.3546915054321289	0.1142482757568359
sub-02	1	1	5	78	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim78_3_4_2_2.obj	polycubes_stim78_3_4_2_2.obj	ordered	True	500	0.2201528549194336	-0.121996022760868	-0.047624371945858
sub-02	1	1	6	111	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim111_3_4_2_2.obj	polycubes_stim111_3_4_2_2.obj	ordered	True	500	-0.1088998019695282	0.1460632383823394	-0.0976648405194282
sub-02	1	1	7	64	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim64_2_3_2_3.obj	polycubes_stim64_2_3_2_3.obj	ordered	True	500	0.574004054069519	-0.5584136247634888	0.215712234377861
sub-02	1	1	8	13	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim13_2_2_4_2.obj	polycubes_stim13_2_2_4_2.obj	ordered	True	500	0.3307160437107086	-0.357604444026947	0.1750130951404571
sub-02	1	1	9	185	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	True	500	-0.799971342086792	0.0985887050628662	0.6605458855628967
sub-02	1	1	10	41	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim41_2_2_3_4.obj	polycubes_stim41_2_2_3_4.obj	ordered	True	500	-0.6158578395843506	0.3546915054321289	0.1142482757568359
