sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-18	3	2	1	189	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim189_2_4_3_2.obj	ordered	False	0	0.8328994512557983	-0.6260904669761658	0.0525263547897338
sub-18	3	2	2	158	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim158_2_2_4_4.obj	ordered	False	0	-0.1354159712791443	-0.1448497176170349	0.3402644693851471
sub-18	3	2	3	209	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim209_2_4_2_4.obj	ordered	False	0	0.4151833057403564	-0.5418066382408142	0.351047158241272
sub-18	3	2	4	112	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim112_2_2_3_4.obj	ordered	False	0	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-18	3	2	5	134	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim134_4_2_2_4.obj	ordered	False	0	-0.0942214280366897	0.4364084601402282	-0.522953450679779
sub-18	3	2	6	14	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim014_2_2_4_2.obj	ordered	False	0	0.2514331936836242	-0.040862962603569	-0.1936442255973816
sub-18	3	2	7	52	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim052_2_3_2_2.obj	ordered	False	0	0.1407453715801239	-0.1143845692276954	0.0210188552737236
sub-18	3	2	8	3	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim003_2_2_4_2.obj	ordered	False	0	-0.0612144321203231	-0.1232852414250373	0.235566109418869
sub-18	3	2	9	111	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim111_2_2_2_4.obj	ordered	False	0	0.6312017440795898	0.1065193116664886	-0.7818428874015808
sub-18	3	2	10	177	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim177_2_3_3_4.obj	ordered	False	0	0.2456217408180236	-0.8103868365287781	0.9004385471343994
sub-18	3	2	11	208	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	37500	41250	False	0	1	polycubes_stim208_2_4_2_4.obj	ordered	False	0	-0.1090655624866485	0.848214864730835	-1.0904916524887085
sub-18	3	2	12	129	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	41250	45000	False	0	1	polycubes_stim129_2_3_3_4.obj	ordered	False	0	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-18	3	2	13	121	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	45000	48750	False	0	1	polycubes_stim121_2_4_2_2.obj	ordered	False	0	-0.6469041109085083	0.4469183981418609	0.0148659646511077
sub-18	3	2	14	138	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	48750	52500	False	0	1	polycubes_stim138_2_4_3_2.obj	ordered	False	0	0.6597450971603394	-0.2427046597003936	-0.3165088593959808
sub-18	3	2	15	75	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	52500	56250	False	0	1	polycubes_stim075_2_3_3_3.obj	ordered	False	0	-0.1507512032985687	-0.3208411931991577	0.604489266872406
sub-18	3	2	16	27	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	56250	60000	False	0	1	polycubes_stim027_2_4_3_2.obj	ordered	False	0	-0.1286996304988861	-0.4534026086330414	0.7699078917503357
sub-18	3	2	17	45	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	60000	63750	False	0	1	polycubes_stim045_2_2_2_3.obj	ordered	False	0	-0.1312236040830612	-0.0674304589629173	0.2265846878290176
sub-18	3	2	18	7	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	63750	67500	False	0	1	polycubes_stim007_3_2_3_4.obj	ordered	False	0	0.536707878112793	-0.2725476920604706	-0.1512672305107116
sub-18	3	2	19	95	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	67500	71250	False	0	1	polycubes_stim095_2_3_2_4.obj	ordered	False	0	0.8031518459320068	-0.1323577612638473	-0.615969717502594
sub-18	3	2	20	203	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	71250	75000	False	0	1	polycubes_stim203_2_4_3_3.obj	ordered	False	0	-0.3319209218025207	0.263681560754776	-0.0409811586141586
sub-18	3	2	21	37	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	75000	78750	False	0	1	polycubes_stim037_4_2_2_2.obj	ordered	False	0	0.5638463497161865	-0.252026230096817	-0.2074273973703384
sub-18	3	2	22	79	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	78750	82500	False	0	1	polycubes_stim079_3_3_2_3.obj	ordered	False	0	0.473305881023407	-0.3887032866477966	0.0764036774635315
sub-18	3	2	23	167	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	82500	86250	False	0	1	polycubes_stim167_4_4_2_2.obj	ordered	False	0	-0.051373466849327	-0.1499683856964111	0.2634608149528503
sub-18	3	2	24	65	9	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	86250	90000	False	0	1	polycubes_stim065_3_2_2_2.obj	ordered	False	0	-0.0361305810511112	-0.0492341928184032	0.1057582646608352
sub-18	3	2	25	196	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	90000	93750	False	0	1	polycubes_stim196_2_4_4_2.obj	ordered	False	0	0.3059375286102295	-0.2996525764465332	0.1178352609276771
sub-18	3	2	26	48	9	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	93750	97500	False	0	1	polycubes_stim048_2_2_3_2.obj	ordered	False	0	0.4931648075580597	-0.5191960334777832	0.2410894185304641
sub-18	3	2	27	219	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	97500	101250	False	0	1	polycubes_stim219_3_2_3_4.obj	ordered	False	0	0.0068964958190917	-0.3496316075325012	0.4875573515892029
sub-18	3	2	28	70	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	101250	105000	False	0	1	polycubes_stim070_2_3_4_2.obj	ordered	False	0	0.253402829170227	0.1803537905216217	-0.5084616541862488
sub-18	3	2	29	46	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	105000	108750	False	0	1	polycubes_stim046_2_4_2_3.obj	ordered	False	0	-0.3249657154083252	0.1108319610357284	0.1682256460189819
sub-18	3	2	30	81	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	108750	112500	False	0	1	polycubes_stim081_4_3_2_2.obj	ordered	False	0	-0.1719894111156463	-0.0828890427947044	0.2892122566699981
sub-18	3	2	31	141	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	112500	116250	False	0	1	polycubes_stim141_3_2_4_2.obj	ordered	False	0	0.5380316376686096	-0.5563386082649231	0.2487501502037048
