sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	2	1	1	28	9	trained	passive	none	0	0	0	0	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim028_2_2_2_3.obj	polycubes_stim028_2_2_2_3.obj	ordered	True	500	0.1599613428115844	-0.5028956532478333	0.5512406229972839
sub-03	2	1	2	78	9	trained	passive	none	0	0	0	50	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim078_2_3_2_2.obj	polycubes_stim078_2_3_2_2.obj	ordered	True	500	0.579243540763855	-0.4409858584403991	0.0444046854972839
sub-03	2	1	3	129	12	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-03	2	1	4	145	12	novel_2	passive	none	0	0	0	0	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim145_2_3_3_4.obj	polycubes_stim145_2_3_3_4.obj	ordered	True	500	0.957783341407776	-0.920374870300293	0.343823492527008
sub-03	2	1	5	92	11	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim092_2_2_4_3.obj	polycubes_stim092_2_2_4_3.obj	ordered	True	500	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-03	2	1	6	186	12	trained	passive	none	0	0	0	150	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-03	2	1	7	7	12	novel_2	passive	none	0	0	0	50	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim007_3_2_3_4.obj	polycubes_stim007_3_2_3_4.obj	ordered	True	500	0.536707878112793	-0.2725476920604706	-0.1512672305107116
sub-03	2	1	8	84	10	novel_2	passive	none	0	0	0	100	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim084_3_3_2_2.obj	polycubes_stim084_3_3_2_2.obj	ordered	True	500	0.5261316299438477	-0.0785209983587265	-0.4150861799716949
sub-03	2	1	9	33	12	novel_2	passive	none	0	0	0	0	same	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim033_4_2_3_3.obj	polycubes_stim033_4_2_3_3.obj	ordered	True	500	0.2503888010978699	0.1008932217955589	-0.3930734097957611
sub-03	2	1	10	53	11	novel_2	passive	none	0	0	0	100	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim053_3_4_2_2.obj	polycubes_stim053_3_4_2_2.obj	ordered	True	500	-0.0318243205547332	0.2917912900447845	-0.3808310031890869
sub-03	2	1	11	16	9	novel_2	passive	none	0	0	0	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim016_2_2_3_2.obj	polycubes_stim016_2_2_3_2.obj	ordered	True	500	-0.1685564517974853	0.3604185283184051	-0.3411524295806885
sub-03	2	1	12	92	11	trained	passive	none	0	0	0	0	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim092_2_2_4_3.obj	polycubes_stim092_2_2_4_3.obj	ordered	True	500	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-03	2	1	13	120	11	novel_2	passive	none	0	0	0	50	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim120_2_4_2_3.obj	polycubes_stim120_2_4_2_3.obj	ordered	True	500	0.3545178174972534	-0.2197285890579223	-0.0437746047973632
sub-03	2	1	14	47	10	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim047_3_2_3_2.obj	polycubes_stim047_3_2_3_2.obj	ordered	True	500	-0.1685122549533844	-0.1653514802455902	0.4023546278476715
sub-03	2	1	15	154	12	novel_2	passive	none	0	0	0	50	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim154_3_3_2_4.obj	polycubes_stim154_3_3_2_4.obj	ordered	True	500	0.49614417552948	-0.4118686616420746	0.0863261520862579
sub-03	2	1	16	29	10	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim029_2_3_3_2.obj	polycubes_stim029_2_3_3_2.obj	ordered	True	500	-0.2166040241718292	0.1285159289836883	0.0348550379276275
sub-03	2	1	17	17	10	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-03	2	1	18	181	12	novel_2	passive	none	0	0	0	0	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim181_2_3_4_3.obj	polycubes_stim181_2_3_4_3.obj	ordered	True	500	-0.8621085286140442	0.1439710855484008	0.6585026979446411
sub-03	2	1	19	138	11	trained	passive	none	0	0	0	150	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim138_2_4_3_2.obj	polycubes_stim138_2_4_3_2.obj	ordered	True	500	0.6597450971603394	-0.2427046597003936	-0.3165088593959808
sub-03	2	1	20	74	10	trained	passive	none	0	0	0	0	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim074_3_2_2_3.obj	polycubes_stim074_3_2_2_3.obj	ordered	True	500	-0.3573908805847168	0.1864710748195648	0.0936809331178665
sub-03	2	1	21	216	12	novel_2	passive	none	0	0	0	150	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim216_3_2_3_4.obj	polycubes_stim216_3_2_3_4.obj	ordered	True	500	0.4732248187065124	0.155476838350296	-0.6931023597717285
sub-03	2	1	22	42	10	trained	passive	none	0	0	0	50	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim042_2_3_3_2.obj	polycubes_stim042_2_3_3_2.obj	ordered	True	500	0.012475848197937	-0.1577228605747223	0.2105779945850372
sub-03	2	1	23	149	12	trained	passive	none	0	0	0	100	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim149_2_4_4_2.obj	polycubes_stim149_2_4_4_2.obj	ordered	True	500	0.5072777271270752	-0.3027008473873138	-0.0791940689086914
sub-03	2	1	24	154	12	novel_2	passive	none	0	0	0	50	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim154_3_3_2_4.obj	polycubes_stim154_3_3_2_4.obj	ordered	True	500	0.49614417552948	-0.4118686616420746	0.0863261520862579
sub-03	2	1	25	28	9	trained	passive	none	0	0	0	0	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim028_2_2_2_3.obj	polycubes_stim028_2_2_2_3.obj	ordered	True	500	0.1599613428115844	-0.5028956532478333	0.5512406229972839
sub-03	2	1	26	47	10	trained	passive	none	0	0	0	100	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim047_3_2_3_2.obj	polycubes_stim047_3_2_3_2.obj	ordered	True	500	-0.1685122549533844	-0.1653514802455902	0.4023546278476715
sub-03	2	1	27	39	11	trained	passive	none	0	0	0	150	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-03	2	1	28	132	12	trained	passive	none	0	0	0	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim132_3_2_3_4.obj	polycubes_stim132_3_2_3_4.obj	ordered	True	500	0.6378264427185059	-0.572300374507904	0.1715286374092102
sub-03	2	1	29	193	12	novel_2	passive	none	0	0	0	50	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim193_2_3_4_3.obj	polycubes_stim193_2_3_4_3.obj	ordered	True	500	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-03	2	1	30	168	12	trained	passive	none	0	0	0	100	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim168_2_4_4_2.obj	polycubes_stim168_2_4_4_2.obj	ordered	True	500	0.4520326852798462	-0.6916199922561646	0.5260658860206604
sub-03	2	1	31	31	10	novel_2	passive	none	0	0	0	150	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim031_2_4_2_2.obj	polycubes_stim031_2_4_2_2.obj	ordered	True	500	-0.1757896542549133	-0.1739447116851806	0.4217846989631653
sub-03	2	1	32	29	10	trained	passive	none	0	0	0	50	same	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim029_2_3_3_2.obj	polycubes_stim029_2_3_3_2.obj	ordered	True	500	-0.2166040241718292	0.1285159289836883	0.0348550379276275
