sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	1	3	1	82	10	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim082_3_3_2_2.obj	polycubes_stim082_3_3_2_2.obj	ordered	True	500	-0.57307368516922	0.4369400143623352	-0.0448528826236724
sub-03	1	3	2	151	12	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim151_3_4_3_2.obj	polycubes_stim151_3_4_3_2.obj	ordered	True	500	-0.5611218810081482	0.0929202288389206	0.4297128319740295
sub-03	1	3	3	132	12	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim132_3_2_3_4.obj	polycubes_stim132_3_2_3_4.obj	ordered	True	500	0.6378264427185059	-0.572300374507904	0.1715286374092102
sub-03	1	3	4	82	10	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim082_3_3_2_2.obj	polycubes_stim082_3_3_2_2.obj	ordered	True	500	-0.57307368516922	0.4369400143623352	-0.0448528826236724
sub-03	1	3	5	208	12	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim208_2_4_2_4.obj	polycubes_stim208_2_4_2_4.obj	ordered	True	500	-0.1090655624866485	0.848214864730835	-1.0904916524887085
sub-03	1	3	6	71	9	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-03	1	3	7	112	11	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-03	1	3	8	64	10	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim064_3_3_2_2.obj	polycubes_stim064_3_3_2_2.obj	ordered	True	500	-0.2963408827781677	0.2370860129594802	-0.038949429988861
sub-03	1	3	9	200	12	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim200_2_3_4_3.obj	polycubes_stim200_2_3_4_3.obj	ordered	True	500	0.5908525586128235	0.017803817987442	-0.6160310506820679
sub-03	1	3	10	185	12	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim185_2_4_3_3.obj	polycubes_stim185_2_4_3_3.obj	ordered	True	500	0.5964540243148804	-0.1956858485937118	-0.3197124004364013
sub-03	1	3	11	72	11	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim072_3_4_2_2.obj	polycubes_stim072_3_4_2_2.obj	ordered	True	500	0.5510143637657166	0.0584829151630401	-0.6337217092514038
sub-03	1	3	12	101	11	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim101_4_2_3_2.obj	polycubes_stim101_4_2_3_2.obj	ordered	True	500	-0.373089849948883	0.1205704510211944	0.2025774717330932
sub-03	1	3	13	168	12	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim168_2_4_4_2.obj	polycubes_stim168_2_4_4_2.obj	ordered	True	500	0.4520326852798462	-0.6916199922561646	0.5260658860206604
sub-03	1	3	14	206	12	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim206_2_4_2_4.obj	polycubes_stim206_2_4_2_4.obj	ordered	True	500	1.002625823020935	-0.9293920397758484	0.311733216047287
sub-03	1	3	15	49	11	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim049_4_2_2_3.obj	polycubes_stim049_4_2_2_3.obj	ordered	True	500	0.7898233532905579	0.0321832373738288	-0.8353374004364014
sub-03	1	3	16	42	10	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim042_2_3_3_2.obj	polycubes_stim042_2_3_3_2.obj	ordered	True	500	0.012475848197937	-0.1577228605747223	0.2105779945850372
