sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	2	2	1	64	10	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim064_3_3_2_2.obj	polycubes_stim064_3_3_2_2.obj	ordered	True	500	-0.2963408827781677	0.2370860129594802	-0.038949429988861
sub-03	2	2	2	87	9	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim087_2_3_2_2.obj	polycubes_stim087_2_3_2_2.obj	ordered	True	500	-0.0162021331489086	0.0973841324448585	-0.1215198561549186
sub-03	2	2	3	64	10	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim064_3_3_2_2.obj	polycubes_stim064_3_3_2_2.obj	ordered	True	500	-0.2963408827781677	0.2370860129594802	-0.038949429988861
sub-03	2	2	4	135	11	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim135_2_2_4_3.obj	polycubes_stim135_2_2_4_3.obj	ordered	True	500	-0.5325503945350647	-4.642613203031942e-05	0.532616138458252
sub-03	2	2	5	109	11	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim109_3_4_2_2.obj	polycubes_stim109_3_4_2_2.obj	ordered	True	500	-0.1488200426101684	0.2489512264728546	-0.2032502293586731
sub-03	2	2	6	92	11	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim092_2_2_4_3.obj	polycubes_stim092_2_2_4_3.obj	ordered	True	500	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-03	2	2	7	210	11	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim210_2_3_3_3.obj	polycubes_stim210_2_3_3_3.obj	ordered	True	500	0.0803716778755188	-0.6903956532478333	0.8959954977035522
sub-03	2	2	8	88	11	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim088_4_2_2_3.obj	polycubes_stim088_4_2_2_3.obj	ordered	True	500	-0.1998616009950637	0.0055743181146681	0.1919783353805542
sub-03	2	2	9	148	11	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim148_2_4_2_3.obj	polycubes_stim148_2_4_2_3.obj	ordered	True	500	0.2289154827594757	-0.7697283625602722	0.8596450090408325
sub-03	2	2	10	205	12	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim205_2_4_2_4.obj	polycubes_stim205_2_4_2_4.obj	ordered	True	500	0.2025426030158996	0.0498285330832004	-0.273010790348053
