sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	response_window_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-99	1	3	1	45	9	novel_2	passive	none	0	0	0	150	-150	-1	same	3000	3000	0	1000	500	8000	0	8000	False	0	1	polycubes_stim045_2_2_2_3.obj	polycubes_stim045_2_2_2_3.obj	ordered	True	500	-0.1312236040830612	-0.0674304589629173	0.2265846878290176
sub-99	1	3	2	41	10	trained	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	8000	16000	False	0	1	polycubes_stim041_2_2_3_3.obj	polycubes_stim041_2_2_3_3.obj	ordered	True	500	0.5218170881271362	-0.0303658600896596	-0.4788733124732971
sub-99	1	3	3	135	11	trained	passive	none	0	0	0	100	-100	-1	mirror	3000	3000	0	1000	500	8000	16000	24000	False	0	1	polycubes_stim135_2_2_4_3.obj	polycubes_stim135_2_2_4_3.obj	ordered	True	500	-0.5325503945350647	-4.642613203031942e-05	0.532616138458252
sub-99	1	3	4	133	11	trained	passive	none	0	0	0	100	100	1	mirror	3000	3000	0	1000	500	8000	24000	32000	False	0	1	polycubes_stim133_3_2_2_4.obj	polycubes_stim133_3_2_2_4.obj	ordered	True	500	-0.6504398584365845	-0.2732298374176025	1.036845326423645
sub-99	1	3	5	4	11	novel_2	passive	none	0	0	0	150	150	1	same	3000	3000	0	1000	500	8000	32000	40000	False	0	1	polycubes_stim004_2_3_4_2.obj	polycubes_stim004_2_3_4_2.obj	ordered	True	500	-0.0769262015819549	0.5735053420066833	-0.7341330051422119
sub-99	1	3	6	202	12	novel_2	passive	none	0	0	0	50	-50	-1	mirror	3000	3000	0	1000	500	8000	40000	48000	False	0	1	polycubes_stim202_4_2_4_2.obj	polycubes_stim202_4_2_4_2.obj	ordered	True	500	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-99	1	3	7	116	12	novel_2	passive	none	0	0	0	150	-150	-1	mirror	3000	3000	0	1000	500	8000	48000	56000	False	0	1	polycubes_stim116_3_3_4_2.obj	polycubes_stim116_3_3_4_2.obj	ordered	True	500	0.4728405177593231	-0.4947326481342315	0.2268172204494476
sub-99	1	3	8	52	9	trained	passive	none	0	0	0	150	150	1	same	3000	3000	0	1000	500	8000	56000	64000	False	0	1	polycubes_stim052_2_3_2_2.obj	polycubes_stim052_2_3_2_2.obj	ordered	True	500	0.1407453715801239	-0.1143845692276954	0.0210188552737236
sub-99	1	3	9	31	10	novel_2	passive	none	0	0	0	0	0	0	mirror	3000	3000	0	1000	500	8000	64000	72000	False	0	1	polycubes_stim031_2_4_2_2.obj	polycubes_stim031_2_4_2_2.obj	ordered	True	500	-0.1757896542549133	-0.1739447116851806	0.4217846989631653
sub-99	1	3	10	3	10	trained	passive	none	0	0	0	150	-150	-1	mirror	3000	3000	0	1000	500	8000	72000	80000	False	0	1	polycubes_stim003_2_2_4_2.obj	polycubes_stim003_2_2_4_2.obj	ordered	True	500	-0.0612144321203231	-0.1232852414250373	0.235566109418869
