sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-16	3	2	1	43	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	0	3750	False	0	1	polycubes_stim043_2_3_2_4.obj	ordered	False	0	-0.2388847470283508	0.0496216341853141	0.1687091588973999
sub-16	3	2	2	183	12	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	3750	7500	False	0	1	polycubes_stim183_3_3_2_4.obj	ordered	False	0	-0.0395391583442688	-0.2221980392932891	0.3537747263908386
sub-16	3	2	3	32	10	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	7500	11250	False	0	1	polycubes_stim032_2_3_3_2.obj	ordered	False	0	0.7204731106758118	-0.517593264579773	0.0115143954753875
sub-16	3	2	4	5	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	11250	15000	False	0	1	polycubes_stim005_2_2_3_4.obj	ordered	False	0	0.5121427774429321	0.0440711677074432	-0.5744689106941223
sub-16	3	2	5	143	11	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	15000	18750	False	0	1	polycubes_stim143_2_2_4_3.obj	ordered	False	0	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-16	3	2	6	101	11	recognition_foil	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	18750	22500	False	0	1	polycubes_stim101_4_2_3_2.obj	ordered	False	0	-0.373089849948883	0.1205704510211944	0.2025774717330932
sub-16	3	2	7	169	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	22500	26250	False	0	1	polycubes_stim169_4_2_4_2.obj	ordered	False	0	0.0041549354791641	0.2463233768939972	-0.3525088727474212
sub-16	3	2	8	181	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	26250	30000	False	0	1	polycubes_stim181_2_3_4_3.obj	ordered	False	0	-0.8621085286140442	0.1439710855484008	0.6585026979446411
sub-16	3	2	9	134	12	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	30000	33750	False	0	1	polycubes_stim134_4_2_2_4.obj	ordered	False	0	-0.0942214280366897	0.4364084601402282	-0.522953450679779
sub-16	3	2	10	10	10	trained	recog	none	0	0	0	0	0	0	same	3000	0	750	3750	33750	37500	False	0	1	polycubes_stim010_3_2_3_2.obj	ordered	False	0	0.2068538069725036	-0.0850536525249481	-0.0865697562694549
