sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angular_disparity	signed_angle	direction	same_mirror	stim1_dur_ms	stim2_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-16	2	1	1	196	12	novel_2	passive	none	0	0	0	0	0	0	mirror	3000	3000	1000	500	8000	0	8000	False	0	1	polycubes_stim196_2_4_4_2.obj	polycubes_stim196_2_4_4_2.obj	ordered	True	500	0.3059375286102295	-0.2996525764465332	0.1178352609276771
sub-16	2	1	2	107	11	novel_2	passive	none	0	0	0	0	0	0	mirror	3000	3000	1000	500	8000	8000	16000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-16	2	1	3	150	11	trained	passive	none	0	0	0	100	100	1	same	3000	3000	1000	500	8000	16000	24000	False	0	1	polycubes_stim150_3_2_3_3.obj	polycubes_stim150_3_2_3_3.obj	ordered	True	500	0.6146766543388367	-0.5311893224716187	0.1365386247634887
sub-16	2	1	4	6	9	trained	passive	none	0	0	0	100	-100	-1	same	3000	3000	1000	500	8000	24000	32000	False	0	1	polycubes_stim006_3_2_2_2.obj	polycubes_stim006_3_2_2_2.obj	ordered	True	500	0.3620479106903076	0.2235793173313141	-0.6782369017601013
sub-16	2	1	5	9	11	novel_2	passive	none	0	0	0	100	100	1	mirror	3000	3000	1000	500	8000	32000	40000	False	0	1	polycubes_stim009_2_3_3_3.obj	polycubes_stim009_2_3_3_3.obj	ordered	True	500	-0.007269412279129	0.6002535820007324	-0.8416175246238708
sub-16	2	1	6	73	10	trained	passive	none	0	0	0	50	50	1	mirror	3000	3000	1000	500	8000	40000	48000	False	0	1	polycubes_stim073_2_2_3_3.obj	polycubes_stim073_2_2_3_3.obj	ordered	True	500	0.5759432315826416	0.0922065526247024	-0.7063430547714233
sub-16	2	1	7	135	11	novel_2	passive	none	0	0	0	50	50	1	same	3000	3000	1000	500	8000	48000	56000	False	0	1	polycubes_stim135_2_2_4_3.obj	polycubes_stim135_2_2_4_3.obj	ordered	True	500	-0.5325503945350647	-4.642613203031942e-05	0.532616138458252
sub-16	2	1	8	133	11	trained	passive	none	0	0	0	0	0	0	same	3000	3000	1000	500	8000	56000	64000	False	0	1	polycubes_stim133_3_2_2_4.obj	polycubes_stim133_3_2_2_4.obj	ordered	True	500	-0.6504398584365845	-0.2732298374176025	1.036845326423645
sub-16	2	1	9	77	9	trained	passive	none	0	0	0	100	100	1	same	3000	3000	1000	500	8000	64000	72000	False	0	1	polycubes_stim077_2_2_2_3.obj	polycubes_stim077_2_2_2_3.obj	ordered	True	500	-0.3520238399505615	-0.0140450028702616	0.3718864917755127
sub-16	2	1	10	145	12	novel_2	passive	none	0	0	0	100	-100	-1	mirror	3000	3000	1000	500	8000	72000	80000	False	0	1	polycubes_stim145_2_3_3_4.obj	polycubes_stim145_2_3_3_4.obj	ordered	True	500	0.957783341407776	-0.920374870300293	0.343823492527008
